STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
GR000016716,"HELLINIKON, GR",16-02-75,0.01,,55,62,49
GR000016716,"HELLINIKON, GR",17-02-75,0.01,,56,62,53
GR000016716,"HELLINIKON, GR",18-02-75,0.12,,47,54,45
GR000016716,"HELLINIKON, GR",19-02-75,0.19,,47,53,44
GR000016716,"HELLINIKON, GR",20-02-75,0,,49,53,46
GR000016716,"HELLINIKON, GR",21-02-75,0.05,,47,51,46
GR000016716,"HELLINIKON, GR",22-02-75,0,,44,49,43
GR000016716,"HELLINIKON, GR",23-02-75,0,,43,48,42
GR000016716,"HELLINIKON, GR",24-02-75,0,,43,50,41
GR000016716,"HELLINIKON, GR",25-02-75,0,,42,49,41
GR000016716,"HELLINIKON, GR",26-02-75,0.02,,43,52,39
GR000016716,"HELLINIKON, GR",27-02-75,0.01,,41,47,40
GR000016716,"HELLINIKON, GR",28-02-75,0.05,,38,45,34
GR000016716,"HELLINIKON, GR",01-03-75,0,,46,56,35
GR000016716,"HELLINIKON, GR",02-03-75,0,,49,59,40
GR000016716,"HELLINIKON, GR",03-03-75,0,,53,60,48
GR000016716,"HELLINIKON, GR",04-03-75,0,,53,60,46
GR000016716,"HELLINIKON, GR",05-03-75,0,,55,63,49
GR000016716,"HELLINIKON, GR",06-03-75,0,,56,63,51
GR000016716,"HELLINIKON, GR",07-03-75,0,,55,64,48
GR000016716,"HELLINIKON, GR",08-03-75,0,,56,63,50
GR000016716,"HELLINIKON, GR",09-03-75,1.23,,53,59,51
GR000016716,"HELLINIKON, GR",10-03-75,0.09,,55,62,52
GR000016716,"HELLINIKON, GR",11-03-75,0,,56,62,50
GR000016716,"HELLINIKON, GR",12-03-75,0,,55,64,46
GR000016716,"HELLINIKON, GR",13-03-75,0,,59,66,56
GR000016716,"HELLINIKON, GR",14-03-75,0,,61,68,56
GR000016716,"HELLINIKON, GR",15-03-75,0,,57,65,50
GR000016716,"HELLINIKON, GR",16-03-75,0,,56,64,50
GR000016716,"HELLINIKON, GR",17-03-75,0,,56,64,51
GR000016716,"HELLINIKON, GR",18-03-75,0,,56,64,47
GR000016716,"HELLINIKON, GR",19-03-75,0,,57,63,50
GR000016716,"HELLINIKON, GR",20-03-75,0,,60,66,53
GR000016716,"HELLINIKON, GR",21-03-75,0,,57,63,55
GR000016716,"HELLINIKON, GR",22-03-75,0.04,,58,65,55
GR000016716,"HELLINIKON, GR",23-03-75,0.01,,56,63,54
GR000016716,"HELLINIKON, GR",24-03-75,0.04,,56,64,52
GR000016716,"HELLINIKON, GR",25-03-75,0,,53,60,52
GR000016716,"HELLINIKON, GR",26-03-75,0,,53,62,49
GR000016716,"HELLINIKON, GR",27-03-75,0,,53,60,45
GR000016716,"HELLINIKON, GR",28-03-75,0,,56,61,50
GR000016716,"HELLINIKON, GR",29-03-75,0,,60,67,56
GR000016716,"HELLINIKON, GR",30-03-75,0,,63,69,58
GR000016716,"HELLINIKON, GR",31-03-75,0,,64,69,63
GR000016716,"HELLINIKON, GR",01-04-75,0,,67,77,58
GR000016716,"HELLINIKON, GR",02-04-75,0,,65,74,56
GR000016716,"HELLINIKON, GR",03-04-75,0,,60,68,58
GR000016716,"HELLINIKON, GR",04-04-75,0,,57,68,49
GR000016716,"HELLINIKON, GR",05-04-75,0,,58,69,48
GR000016716,"HELLINIKON, GR",06-04-75,0,,61,73,49
GR000016716,"HELLINIKON, GR",07-04-75,0,,63,73,54
GR000016716,"HELLINIKON, GR",08-04-75,0,,64,74,55
GR000016716,"HELLINIKON, GR",09-04-75,0,,65,71,57
GR000016716,"HELLINIKON, GR",10-04-75,0,,64,72,59
GR000016716,"HELLINIKON, GR",11-04-75,0,,63,73,58
GR000016716,"HELLINIKON, GR",12-04-75,0,,58,65,57
GR000016716,"HELLINIKON, GR",13-04-75,0,,57,65,54
GR000016716,"HELLINIKON, GR",14-04-75,0,,59,67,52
GR000016716,"HELLINIKON, GR",15-04-75,0,,59,66,50
GR000016716,"HELLINIKON, GR",16-04-75,0.43,,58,63,55
GR000016716,"HELLINIKON, GR",17-04-75,0,,58,65,55
GR000016716,"HELLINIKON, GR",18-04-75,0.06,,59,67,56
GR000016716,"HELLINIKON, GR",19-04-75,0.01,,60,65,56
GR000016716,"HELLINIKON, GR",20-04-75,0,,59,66,51
GR000016716,"HELLINIKON, GR",21-04-75,0,,60,69,51
GR000016716,"HELLINIKON, GR",22-04-75,0,,61,68,53
GR000016716,"HELLINIKON, GR",23-04-75,0,,62,68,55
GR000016716,"HELLINIKON, GR",24-04-75,0.04,,63,68,60
GR000016716,"HELLINIKON, GR",25-04-75,0,,61,68,58
GR000016716,"HELLINIKON, GR",26-04-75,0.05,,61,69,58
GR000016716,"HELLINIKON, GR",27-04-75,0.02,,56,62,50
GR000016716,"HELLINIKON, GR",28-04-75,0.17,,54,64,46
GR000016716,"HELLINIKON, GR",29-04-75,0,,58,65,53
GR000016716,"HELLINIKON, GR",30-04-75,0,,62,68,52
GR000016716,"HELLINIKON, GR",01-05-75,0,,63,70,54
GR000016716,"HELLINIKON, GR",02-05-75,0,,62,70,58
GR000016716,"HELLINIKON, GR",03-05-75,0,,61,67,56
GR000016716,"HELLINIKON, GR",04-05-75,0,,62,68,55
GR000016716,"HELLINIKON, GR",05-05-75,0,,64,69,56
GR000016716,"HELLINIKON, GR",06-05-75,0.03,,64,69,59
GR000016716,"HELLINIKON, GR",07-05-75,0.04,,65,71,58
GR000016716,"HELLINIKON, GR",08-05-75,0.03,,65,72,61
GR000016716,"HELLINIKON, GR",09-05-75,0,,67,75,60
GR000016716,"HELLINIKON, GR",10-05-75,0,,68,76,60
GR000016716,"HELLINIKON, GR",11-05-75,0,,66,72,60
GR000016716,"HELLINIKON, GR",12-05-75,0,,67,74,59
GR000016716,"HELLINIKON, GR",13-05-75,0.81,,62,69,59
GR000016716,"HELLINIKON, GR",14-05-75,0,,63,69,57
GR000016716,"HELLINIKON, GR",15-05-75,0,,66,72,61
GR000016716,"HELLINIKON, GR",16-05-75,0,,68,73,64
GR000016716,"HELLINIKON, GR",17-05-75,0,,69,77,63
GR000016716,"HELLINIKON, GR",18-05-75,0,,71,79,64
GR000016716,"HELLINIKON, GR",19-05-75,0,,71,79,64
GR000016716,"HELLINIKON, GR",20-05-75,0,,74,82,66
GR000016716,"HELLINIKON, GR",21-05-75,0,,72,79,63
GR000016716,"HELLINIKON, GR",22-05-75,0,,72,80,65
GR000016716,"HELLINIKON, GR",23-05-75,0,,73,80,65
GR000016716,"HELLINIKON, GR",24-05-75,0,,73,82,67
GR000016716,"HELLINIKON, GR",25-05-75,0,,76,84,70
GR000016716,"HELLINIKON, GR",26-05-75,0,,72,80,68
GR000016716,"HELLINIKON, GR",27-05-75,0,,73,82,67
GR000016716,"HELLINIKON, GR",28-05-75,0,,73,81,68
GR000016716,"HELLINIKON, GR",29-05-75,0,,73,83,67
GR000016716,"HELLINIKON, GR",30-05-75,0,,72,79,65
GR000016716,"HELLINIKON, GR",31-05-75,0,,,85,71
GR000016716,"HELLINIKON, GR",01-06-75,0,,74,80,67
GR000016716,"HELLINIKON, GR",02-06-75,0,,76,85,64
GR000016716,"HELLINIKON, GR",03-06-75,0,,76,85,69
GR000016716,"HELLINIKON, GR",04-06-75,0,,73,82,71
GR000016716,"HELLINIKON, GR",05-06-75,0.13,,69,79,65
GR000016716,"HELLINIKON, GR",06-06-75,0.1,,61,65,59
GR000016716,"HELLINIKON, GR",07-06-75,0.02,,62,67,58
GR000016716,"HELLINIKON, GR",08-06-75,0,,67,76,59
GR000016716,"HELLINIKON, GR",09-06-75,0,,68,74,63
GR000016716,"HELLINIKON, GR",10-06-75,0.01,,69,78,65
GR000016716,"HELLINIKON, GR",11-06-75,0,,70,78,64
GR000016716,"HELLINIKON, GR",12-06-75,0,,72,78,66
GR000016716,"HELLINIKON, GR",13-06-75,0,,72,80,67
GR000016716,"HELLINIKON, GR",14-06-75,0,,72,80,66
GR000016716,"HELLINIKON, GR",15-06-75,0,,75,86,69
GR000016716,"HELLINIKON, GR",16-06-75,0,,75,85,68
GR000016716,"HELLINIKON, GR",17-06-75,0,,77,85,71
GR000016716,"HELLINIKON, GR",18-06-75,0,,77,85,70
GR000016716,"HELLINIKON, GR",19-06-75,0,,77,91,72
GR000016716,"HELLINIKON, GR",20-06-75,0,,72,80,66
GR000016716,"HELLINIKON, GR",21-06-75,0,,72,78,67
GR000016716,"HELLINIKON, GR",22-06-75,0,,74,85,67
GR000016716,"HELLINIKON, GR",23-06-75,0,,80,91,69
GR000016716,"HELLINIKON, GR",24-06-75,0,,85,94,79
GR000016716,"HELLINIKON, GR",25-06-75,0,,80,91,73
GR000016716,"HELLINIKON, GR",26-06-75,0.04,,78,86,71
GR000016716,"HELLINIKON, GR",27-06-75,0,,80,91,73
GR000016716,"HELLINIKON, GR",28-06-75,0,,77,84,71
GR000016716,"HELLINIKON, GR",29-06-75,0,,78,88,73
GR000016716,"HELLINIKON, GR",30-06-75,0,,80,89,72
GR000016716,"HELLINIKON, GR",01-07-75,0,,80,87,72
GR000016716,"HELLINIKON, GR",02-07-75,0,,73,83,71
GR000016716,"HELLINIKON, GR",03-07-75,0,,73,81,67
GR000016716,"HELLINIKON, GR",04-07-75,0,,73,82,68
GR000016716,"HELLINIKON, GR",05-07-75,0,,75,84,69
GR000016716,"HELLINIKON, GR",06-07-75,0,,77,82,72
GR000016716,"HELLINIKON, GR",07-07-75,0,,78,86,72
GR000016716,"HELLINIKON, GR",08-07-75,0,,81,91,72
GR000016716,"HELLINIKON, GR",09-07-75,0,,85,92,75
GR000016716,"HELLINIKON, GR",10-07-75,0,,84,90,75
GR000016716,"HELLINIKON, GR",11-07-75,0,,84,91,73
GR000016716,"HELLINIKON, GR",12-07-75,0,,83,90,72
GR000016716,"HELLINIKON, GR",13-07-75,0,,84,92,74
GR000016716,"HELLINIKON, GR",14-07-75,0,,83,88,74
GR000016716,"HELLINIKON, GR",15-07-75,0,,85,90,73
GR000016716,"HELLINIKON, GR",16-07-75,0,,86,94,77
GR000016716,"HELLINIKON, GR",17-07-75,0,,89,96,79
GR000016716,"HELLINIKON, GR",18-07-75,0,,89,96,79
GR000016716,"HELLINIKON, GR",19-07-75,0,,90,96,81
GR000016716,"HELLINIKON, GR",20-07-75,0,,87,96,79
GR000016716,"HELLINIKON, GR",21-07-75,0,,85,94,74
GR000016716,"HELLINIKON, GR",22-07-75,0,,82,92,73
GR000016716,"HELLINIKON, GR",23-07-75,0,,84,90,77
GR000016716,"HELLINIKON, GR",24-07-75,0,,84,91,73
GR000016716,"HELLINIKON, GR",25-07-75,0,,83,89,74
GR000016716,"HELLINIKON, GR",26-07-75,0,,86,95,75
GR000016716,"HELLINIKON, GR",27-07-75,0,,86,91,80
GR000016716,"HELLINIKON, GR",28-07-75,0,,84,90,76
GR000016716,"HELLINIKON, GR",29-07-75,0,,82,86,75
GR000016716,"HELLINIKON, GR",30-07-75,0,,81,86,76
GR000016716,"HELLINIKON, GR",31-07-75,0.05,,78,86,72
GR000016716,"HELLINIKON, GR",01-08-75,0.04,,80,85,72
GR000016716,"HELLINIKON, GR",02-08-75,0.06,,80,86,70
GR000016716,"HELLINIKON, GR",03-08-75,0.21,,79,88,70
GR000016716,"HELLINIKON, GR",04-08-75,0,,80,85,69
GR000016716,"HELLINIKON, GR",05-08-75,0,,80,85,70
GR000016716,"HELLINIKON, GR",06-08-75,0,,80,85,70
GR000016716,"HELLINIKON, GR",07-08-75,0.24,,76,87,71
GR000016716,"HELLINIKON, GR",08-08-75,0,,76,82,68
GR000016716,"HELLINIKON, GR",09-08-75,0,,78,86,69
GR000016716,"HELLINIKON, GR",10-08-75,0.34,,77,83,67
GR000016716,"HELLINIKON, GR",11-08-75,0,,82,89,71
GR000016716,"HELLINIKON, GR",12-08-75,0,,84,91,74
GR000016716,"HELLINIKON, GR",13-08-75,0,,81,87,72
GR000016716,"HELLINIKON, GR",14-08-75,0,,82,91,76
GR000016716,"HELLINIKON, GR",15-08-75,0,,76,81,69
GR000016716,"HELLINIKON, GR",16-08-75,0,,78,87,67
GR000016716,"HELLINIKON, GR",17-08-75,0,,78,87,65
GR000016716,"HELLINIKON, GR",18-08-75,0,,79,85,71
GR000016716,"HELLINIKON, GR",19-08-75,0,,80,87,73
GR000016716,"HELLINIKON, GR",20-08-75,0,,81,89,74
GR000016716,"HELLINIKON, GR",21-08-75,0.51,,77,85,69
GR000016716,"HELLINIKON, GR",22-08-75,0,,78,83,70
GR000016716,"HELLINIKON, GR",23-08-75,0,,80,87,70
GR000016716,"HELLINIKON, GR",24-08-75,0,,80,86,71
GR000016716,"HELLINIKON, GR",25-08-75,0,,79,83,71
GR000016716,"HELLINIKON, GR",26-08-75,0,,80,85,71
GR000016716,"HELLINIKON, GR",27-08-75,0,,80,85,71
GR000016716,"HELLINIKON, GR",28-08-75,0,,79,85,71
GR000016716,"HELLINIKON, GR",29-08-75,0,,81,87,71
GR000016716,"HELLINIKON, GR",30-08-75,0,,82,90,74
GR000016716,"HELLINIKON, GR",31-08-75,0,,83,91,74
GR000016716,"HELLINIKON, GR",01-09-75,0,,82,88,72
GR000016716,"HELLINIKON, GR",02-09-75,0,,82,89,71
GR000016716,"HELLINIKON, GR",03-09-75,0,,85,92,75
GR000016716,"HELLINIKON, GR",04-09-75,0,,82,90,73
GR000016716,"HELLINIKON, GR",05-09-75,0,,81,89,74
GR000016716,"HELLINIKON, GR",06-09-75,0,,79,86,69
GR000016716,"HELLINIKON, GR",07-09-75,0,,81,87,70
GR000016716,"HELLINIKON, GR",08-09-75,0,,84,90,76
GR000016716,"HELLINIKON, GR",09-09-75,0,,81,86,76
GR000016716,"HELLINIKON, GR",10-09-75,0,,77,80,72
GR000016716,"HELLINIKON, GR",11-09-75,0,,74,80,68
GR000016716,"HELLINIKON, GR",12-09-75,0,,76,82,67
GR000016716,"HELLINIKON, GR",13-09-75,0,,76,80,68
GR000016716,"HELLINIKON, GR",14-09-75,0,,78,83,70
GR000016716,"HELLINIKON, GR",15-09-75,0,,79,86,68
GR000016716,"HELLINIKON, GR",16-09-75,0,,80,85,73
GR000016716,"HELLINIKON, GR",17-09-75,0,,81,87,73
GR000016716,"HELLINIKON, GR",18-09-75,0,,77,80,71
GR000016716,"HELLINIKON, GR",19-09-75,0,,76,80,72
GR000016716,"HELLINIKON, GR",20-09-75,0,,79,83,72
GR000016716,"HELLINIKON, GR",21-09-75,0,,79,85,70
GR000016716,"HELLINIKON, GR",22-09-75,0,,78,85,68
GR000016716,"HELLINIKON, GR",23-09-75,0,,78,82,70
GR000016716,"HELLINIKON, GR",24-09-75,0,,80,85,72
GR000016716,"HELLINIKON, GR",25-09-75,0,,79,85,71
GR000016716,"HELLINIKON, GR",26-09-75,0,,76,85,65
GR000016716,"HELLINIKON, GR",27-09-75,0,,75,83,68
GR000016716,"HELLINIKON, GR",28-09-75,0,,78,85,65
GR000016716,"HELLINIKON, GR",29-09-75,0,,78,85,71
GR000016716,"HELLINIKON, GR",30-09-75,0,,80,85,72
GR000016716,"HELLINIKON, GR",01-10-75,0,,78,84,69
GR000016716,"HELLINIKON, GR",02-10-75,0,,76,81,69
GR000016716,"HELLINIKON, GR",03-10-75,0,,72,78,65
GR000016716,"HELLINIKON, GR",04-10-75,0,,70,77,60
GR000016716,"HELLINIKON, GR",05-10-75,0.19,,71,77,64
GR000016716,"HELLINIKON, GR",06-10-75,0,,67,69,63
GR000016716,"HELLINIKON, GR",07-10-75,0,,67,73,62
GR000016716,"HELLINIKON, GR",08-10-75,0,,67,75,55
GR000016716,"HELLINIKON, GR",09-10-75,0,,69,75,60
GR000016716,"HELLINIKON, GR",10-10-75,0.02,,71,77,65
GR000016716,"HELLINIKON, GR",11-10-75,0,,74,81,65
GR000016716,"HELLINIKON, GR",12-10-75,0,,73,80,64
GR000016716,"HELLINIKON, GR",13-10-75,0,,73,80,64
GR000016716,"HELLINIKON, GR",14-10-75,0,,72,76,64
GR000016716,"HELLINIKON, GR",15-10-75,0,,71,78,63
GR000016716,"HELLINIKON, GR",16-10-75,0,,69,74,61
GR000016716,"HELLINIKON, GR",17-10-75,0,,72,75,65
GR000016716,"HELLINIKON, GR",18-10-75,0.02,,72,77,65
GR000016716,"HELLINIKON, GR",19-10-75,0,,72,76,63
GR000016716,"HELLINIKON, GR",20-10-75,0.21,,68,74,64
GR000016716,"HELLINIKON, GR",21-10-75,0.01,,68,75,59
GR000016716,"HELLINIKON, GR",22-10-75,0,,66,73,59
GR000016716,"HELLINIKON, GR",23-10-75,0.01,,64,72,58
GR000016716,"HELLINIKON, GR",24-10-75,0.2,,60,63,57
GR000016716,"HELLINIKON, GR",25-10-75,0,,60,65,55
GR000016716,"HELLINIKON, GR",26-10-75,0,,59,65,55
GR000016716,"HELLINIKON, GR",27-10-75,0,,61,68,52
GR000016716,"HELLINIKON, GR",28-10-75,0,,62,66,56
GR000016716,"HELLINIKON, GR",29-10-75,0,,65,71,58
GR000016716,"HELLINIKON, GR",30-10-75,0,,62,67,56
GR000016716,"HELLINIKON, GR",31-10-75,0,,62,69,52
GR000016716,"HELLINIKON, GR",01-11-75,0,,62,71,51
GR000016716,"HELLINIKON, GR",02-11-75,0,,63,71,53
GR000016716,"HELLINIKON, GR",03-11-75,0,,63,68,58
GR000016716,"HELLINIKON, GR",04-11-75,0,,60,66,55
GR000016716,"HELLINIKON, GR",05-11-75,0,,61,66,55
GR000016716,"HELLINIKON, GR",06-11-75,0,,60,64,54
GR000016716,"HELLINIKON, GR",07-11-75,0,,60,63,54
GR000016716,"HELLINIKON, GR",08-11-75,0,,60,63,56
GR000016716,"HELLINIKON, GR",09-11-75,0.22,,58,60,56
GR000016716,"HELLINIKON, GR",10-11-75,0,,60,66,52
GR000016716,"HELLINIKON, GR",11-11-75,0.01,,62,68,54
GR000016716,"HELLINIKON, GR",12-11-75,0,,61,67,55
GR000016716,"HELLINIKON, GR",13-11-75,0,,58,62,53
GR000016716,"HELLINIKON, GR",14-11-75,0,,56,60,50
GR000016716,"HELLINIKON, GR",15-11-75,0.02,,54,55,51
GR000016716,"HELLINIKON, GR",16-11-75,0.13,,55,59,50
GR000016716,"HELLINIKON, GR",17-11-75,0,,64,70,53
GR000016716,"HELLINIKON, GR",18-11-75,0,,70,73,64
GR000016716,"HELLINIKON, GR",19-11-75,0,,71,73,65
GR000016716,"HELLINIKON, GR",20-11-75,0,,66,70,62
GR000016716,"HELLINIKON, GR",21-11-75,0,,62,66,55
GR000016716,"HELLINIKON, GR",22-11-75,0,,63,67,55
GR000016716,"HELLINIKON, GR",23-11-75,0.55,,59,65,55
GR000016716,"HELLINIKON, GR",24-11-75,0.11,,47,62,42
GR000016716,"HELLINIKON, GR",25-11-75,0,,47,50,42
GR000016716,"HELLINIKON, GR",26-11-75,0,,52,57,43
GR000016716,"HELLINIKON, GR",27-11-75,0,,52,57,41
GR000016716,"HELLINIKON, GR",28-11-75,0.19,,53,54,50
GR000016716,"HELLINIKON, GR",29-11-75,0.33,,59,61,51
GR000016716,"HELLINIKON, GR",30-11-75,0.15,,57,64,51
GR000016716,"HELLINIKON, GR",01-12-75,0,,55,63,49
GR000016716,"HELLINIKON, GR",02-12-75,0,,57,59,49
GR000016716,"HELLINIKON, GR",03-12-75,1.09,,57,58,53
GR000016716,"HELLINIKON, GR",04-12-75,0,,56,63,50
GR000016716,"HELLINIKON, GR",05-12-75,0,,56,60,49
GR000016716,"HELLINIKON, GR",06-12-75,0,,56,60,50
GR000016716,"HELLINIKON, GR",07-12-75,0.09,,55,63,46
GR000016716,"HELLINIKON, GR",08-12-75,0.17,,46,48,43
GR000016716,"HELLINIKON, GR",09-12-75,0,,48,55,38
GR000016716,"HELLINIKON, GR",10-12-75,0,,50,58,42
GR000016716,"HELLINIKON, GR",11-12-75,0,,53,60,45
GR000016716,"HELLINIKON, GR",12-12-75,0,,53,53,48
GR000016716,"HELLINIKON, GR",13-12-75,0.75,,55,58,50
GR000016716,"HELLINIKON, GR",14-12-75,0.43,,57,62,52
GR000016716,"HELLINIKON, GR",15-12-75,0,,53,59,50
GR000016716,"HELLINIKON, GR",16-12-75,0,,52,54,48
GR000016716,"HELLINIKON, GR",17-12-75,0,,56,59,48
GR000016716,"HELLINIKON, GR",18-12-75,0,,62,64,58
GR000016716,"HELLINIKON, GR",19-12-75,1.97,,58,62,53
GR000016716,"HELLINIKON, GR",20-12-75,0.21,,52,55,48
GR000016716,"HELLINIKON, GR",21-12-75,0.06,,42,48,36
GR000016716,"HELLINIKON, GR",22-12-75,0,,41,44,37
GR000016716,"HELLINIKON, GR",23-12-75,0,,47,54,37
GR000016716,"HELLINIKON, GR",24-12-75,0,,50,57,40
GR000016716,"HELLINIKON, GR",25-12-75,0.06,,54,55,49
GR000016716,"HELLINIKON, GR",26-12-75,0.9,,49,55,46
GR000016716,"HELLINIKON, GR",27-12-75,0.09,,45,47,41
GR000016716,"HELLINIKON, GR",28-12-75,0.02,,48,50,40
GR000016716,"HELLINIKON, GR",29-12-75,0,,49,55,46
GR000016716,"HELLINIKON, GR",30-12-75,0,,49,59,40
GR000016716,"HELLINIKON, GR",31-12-75,0,,51,60,41
GR000016716,"HELLINIKON, GR",01-01-76,0,,52,58,45
GR000016716,"HELLINIKON, GR",02-01-76,0,,54,60,44
GR000016716,"HELLINIKON, GR",03-01-76,0,,56,62,48
GR000016716,"HELLINIKON, GR",04-01-76,0,,56,63,49
GR000016716,"HELLINIKON, GR",05-01-76,0,,47,54,44
GR000016716,"HELLINIKON, GR",06-01-76,0,,49,58,35
GR000016716,"HELLINIKON, GR",07-01-76,0.02,,53,60,42
GR000016716,"HELLINIKON, GR",08-01-76,0.03,,51,53,46
GR000016716,"HELLINIKON, GR",09-01-76,0,,48,53,43
GR000016716,"HELLINIKON, GR",10-01-76,0,,48,56,40
GR000016716,"HELLINIKON, GR",11-01-76,0,,53,60,42
GR000016716,"HELLINIKON, GR",12-01-76,0,,58,64,52
GR000016716,"HELLINIKON, GR",13-01-76,0,,56,63,46
GR000016716,"HELLINIKON, GR",14-01-76,0,,58,65,49
GR000016716,"HELLINIKON, GR",15-01-76,0.11,,53,58,47
GR000016716,"HELLINIKON, GR",16-01-76,1.39,,48,54,42
GR000016716,"HELLINIKON, GR",17-01-76,0,,39,42,36
GR000016716,"HELLINIKON, GR",18-01-76,0,,40,46,32
GR000016716,"HELLINIKON, GR",19-01-76,0,,42,45,38
GR000016716,"HELLINIKON, GR",20-01-76,0,,40,45,37
GR000016716,"HELLINIKON, GR",21-01-76,0,,45,54,34
GR000016716,"HELLINIKON, GR",22-01-76,0,,48,52,43
GR000016716,"HELLINIKON, GR",23-01-76,0,,52,60,40
GR000016716,"HELLINIKON, GR",24-01-76,0,,57,63,45
GR000016716,"HELLINIKON, GR",25-01-76,0,,61,63,56
GR000016716,"HELLINIKON, GR",26-01-76,0,,60,60,57
GR000016716,"HELLINIKON, GR",27-01-76,0,,60,62,57
GR000016716,"HELLINIKON, GR",28-01-76,0.07,,54,59,49
GR000016716,"HELLINIKON, GR",29-01-76,0,,52,58,44
GR000016716,"HELLINIKON, GR",30-01-76,0,,52,58,46
GR000016716,"HELLINIKON, GR",31-01-76,0,,53,59,44
GR000016716,"HELLINIKON, GR",01-02-76,0,,57,62,49
GR000016716,"HELLINIKON, GR",02-02-76,0.91,,56,58,53
GR000016716,"HELLINIKON, GR",03-02-76,2.15,,53,57,47
GR000016716,"HELLINIKON, GR",04-02-76,0.03,,51,53,49
GR000016716,"HELLINIKON, GR",05-02-76,0,,52,57,45
GR000016716,"HELLINIKON, GR",06-02-76,0,,52,53,50
GR000016716,"HELLINIKON, GR",07-02-76,0.16,,46,52,40
GR000016716,"HELLINIKON, GR",08-02-76,0.03,,34,41,29
GR000016716,"HELLINIKON, GR",09-02-76,0,,36,39,30
GR000016716,"HELLINIKON, GR",10-02-76,0,,41,49,30
GR000016716,"HELLINIKON, GR",11-02-76,0,,47,53,36
GR000016716,"HELLINIKON, GR",12-02-76,0.02,,52,55,42
GR000016716,"HELLINIKON, GR",13-02-76,0.46,,55,56,51
GR000016716,"HELLINIKON, GR",14-02-76,0.03,,55,59,48
GR000016716,"HELLINIKON, GR",15-02-76,0,,56,63,48
GR000016716,"HELLINIKON, GR",16-02-76,0,,56,62,49
GR000016716,"HELLINIKON, GR",17-02-76,0,,57,62,51
GR000016716,"HELLINIKON, GR",18-02-76,0.43,,50,57,46
GR000016716,"HELLINIKON, GR",19-02-76,0.09,,49,52,46
GR000016716,"HELLINIKON, GR",20-02-76,0,,48,51,43
GR000016716,"HELLINIKON, GR",21-02-76,0,,47,47,42
GR000016716,"HELLINIKON, GR",22-02-76,0,,47,51,44
GR000016716,"HELLINIKON, GR",23-02-76,0,,47,50,41
GR000016716,"HELLINIKON, GR",24-02-76,0,,44,46,40
GR000016716,"HELLINIKON, GR",25-02-76,0,,39,41,36
GR000016716,"HELLINIKON, GR",26-02-76,0,,44,50,35
GR000016716,"HELLINIKON, GR",27-02-76,0,,51,61,36
GR000016716,"HELLINIKON, GR",28-02-76,0,,54,61,42
GR000016716,"HELLINIKON, GR",29-02-76,0,,52,56,45
GR000016716,"HELLINIKON, GR",01-03-76,0,,51,58,41
GR000016716,"HELLINIKON, GR",02-03-76,0,,55,62,44
GR000016716,"HELLINIKON, GR",03-03-76,0,,57,63,46
GR000016716,"HELLINIKON, GR",04-03-76,0,,53,57,46
GR000016716,"HELLINIKON, GR",05-03-76,0,,48,49,44
GR000016716,"HELLINIKON, GR",06-03-76,0,,49,54,43
GR000016716,"HELLINIKON, GR",07-03-76,0.01,,52,55,47
GR000016716,"HELLINIKON, GR",08-03-76,0,,55,63,45
GR000016716,"HELLINIKON, GR",09-03-76,0,,54,61,45
GR000016716,"HELLINIKON, GR",10-03-76,0,,55,63,46
GR000016716,"HELLINIKON, GR",11-03-76,0.2,,51,56,47
GR000016716,"HELLINIKON, GR",12-03-76,0.07,,48,49,45
GR000016716,"HELLINIKON, GR",13-03-76,0,,49,53,43
GR000016716,"HELLINIKON, GR",14-03-76,0,,53,54,47
GR000016716,"HELLINIKON, GR",15-03-76,0.64,,55,57,49
GR000016716,"HELLINIKON, GR",16-03-76,0.01,,54,57,51
GR000016716,"HELLINIKON, GR",17-03-76,0,,56,58,50
GR000016716,"HELLINIKON, GR",18-03-76,0,,56,60,53
GR000016716,"HELLINIKON, GR",19-03-76,0,,55,59,49
GR000016716,"HELLINIKON, GR",20-03-76,0,,54,59,44
GR000016716,"HELLINIKON, GR",21-03-76,0,,56,61,46
GR000016716,"HELLINIKON, GR",22-03-76,0.24,,55,58,51
GR000016716,"HELLINIKON, GR",23-03-76,0,,55,60,49
GR000016716,"HELLINIKON, GR",24-03-76,0,,58,61,50
GR000016716,"HELLINIKON, GR",25-03-76,0,,59,64,49
GR000016716,"HELLINIKON, GR",26-03-76,0,,60,63,54
GR000016716,"HELLINIKON, GR",27-03-76,0,,60,64,54
GR000016716,"HELLINIKON, GR",28-03-76,0,,58,63,50
GR000016716,"HELLINIKON, GR",29-03-76,0.19,,51,57,47
GR000016716,"HELLINIKON, GR",30-03-76,0.18,,53,58,46
GR000016716,"HELLINIKON, GR",31-03-76,0,,53,63,44
GR000016716,"HELLINIKON, GR",01-04-76,0.02,,56,63,50
GR000016716,"HELLINIKON, GR",02-04-76,0.04,,51,58,49
GR000016716,"HELLINIKON, GR",03-04-76,0,,54,63,50
GR000016716,"HELLINIKON, GR",04-04-76,0,,54,65,44
GR000016716,"HELLINIKON, GR",05-04-76,0,,58,68,48
GR000016716,"HELLINIKON, GR",06-04-76,0,,60,69,50
GR000016716,"HELLINIKON, GR",07-04-76,0,,60,68,52
