,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG,TMAX,TMIN,MONTH,YEAR,30YAVG
3540,2064-09-10,GR000016716,"HELLINIKON, GR",1964-09-10,0.0,,24.0,27.0,22.0,9.0,1964.0,25.833333333333332
3541,2064-09-11,GR000016716,"HELLINIKON, GR",1964-09-11,0.0,,24.0,28.0,20.0,9.0,1964.0,25.766666666666666
3542,2064-09-12,GR000016716,"HELLINIKON, GR",1964-09-12,0.0,,26.0,31.0,21.0,9.0,1964.0,25.766666666666666
3543,2064-09-13,GR000016716,"HELLINIKON, GR",1964-09-13,0.0,,26.0,31.0,20.0,9.0,1964.0,25.766666666666666
3544,2064-09-14,GR000016716,"HELLINIKON, GR",1964-09-14,0.0,,27.0,32.0,21.0,9.0,1964.0,25.766666666666666
3545,2064-09-15,GR000016716,"HELLINIKON, GR",1964-09-15,0.0,,26.0,31.0,22.0,9.0,1964.0,25.7
3546,2064-09-16,GR000016716,"HELLINIKON, GR",1964-09-16,0.0,,26.0,29.0,21.0,9.0,1964.0,25.666666666666668
3547,2064-09-17,GR000016716,"HELLINIKON, GR",1964-09-17,0.0,,25.0,31.0,21.0,9.0,1964.0,25.633333333333333
3548,2064-09-18,GR000016716,"HELLINIKON, GR",1964-09-18,0.0,,24.0,28.0,18.0,9.0,1964.0,25.566666666666666
3549,2064-09-19,GR000016716,"HELLINIKON, GR",1964-09-19,0.0,,26.0,31.0,22.0,9.0,1964.0,25.566666666666666
3550,2064-09-20,GR000016716,"HELLINIKON, GR",1964-09-20,0.0,,24.0,29.0,22.0,9.0,1964.0,25.433333333333334
3551,2064-09-21,GR000016716,"HELLINIKON, GR",1964-09-21,0.0,,24.0,27.0,20.0,9.0,1964.0,25.3
3552,2064-09-22,GR000016716,"HELLINIKON, GR",1964-09-22,,,20.0,24.0,14.0,9.0,1964.0,25.066666666666666
3553,2064-09-23,GR000016716,"HELLINIKON, GR",1964-09-23,0.0,,18.0,22.0,14.0,9.0,1964.0,24.7
3554,2064-09-24,GR000016716,"HELLINIKON, GR",1964-09-24,0.0,,20.0,24.0,18.0,9.0,1964.0,24.466666666666665
3555,2064-09-25,GR000016716,"HELLINIKON, GR",1964-09-25,2.0,,18.0,22.0,16.0,9.0,1964.0,24.166666666666668
3556,2064-09-26,GR000016716,"HELLINIKON, GR",1964-09-26,3.0,,17.0,19.0,15.0,9.0,1964.0,23.833333333333332
3557,2064-09-27,GR000016716,"HELLINIKON, GR",1964-09-27,0.0,,18.0,22.0,14.0,9.0,1964.0,23.633333333333333
3558,2064-09-28,GR000016716,"HELLINIKON, GR",1964-09-28,0.0,,19.0,22.0,17.0,9.0,1964.0,23.433333333333334
3559,2064-09-29,GR000016716,"HELLINIKON, GR",1964-09-29,0.0,,21.0,24.0,15.0,9.0,1964.0,23.266666666666666
3560,2064-09-30,GR000016716,"HELLINIKON, GR",1964-09-30,0.0,,21.0,26.0,15.0,9.0,1964.0,23.1
3561,2064-10-01,GR000016716,"HELLINIKON, GR",1964-10-01,0.0,,22.0,26.0,17.0,10.0,1964.0,22.966666666666665
3562,2064-10-02,GR000016716,"HELLINIKON, GR",1964-10-02,0.0,,21.0,26.0,17.0,10.0,1964.0,22.833333333333332
3563,2064-10-03,GR000016716,"HELLINIKON, GR",1964-10-03,0.0,,21.0,26.0,16.0,10.0,1964.0,22.733333333333334
3564,2064-10-04,GR000016716,"HELLINIKON, GR",1964-10-04,0.0,,19.0,24.0,17.0,10.0,1964.0,22.633333333333333
3565,2064-10-05,GR000016716,"HELLINIKON, GR",1964-10-05,0.0,,18.0,22.0,15.0,10.0,1964.0,22.466666666666665
3566,2064-10-06,GR000016716,"HELLINIKON, GR",1964-10-06,0.0,,18.0,23.0,15.0,10.0,1964.0,22.266666666666666
3567,2064-10-07,GR000016716,"HELLINIKON, GR",1964-10-07,0.0,,18.0,22.0,15.0,10.0,1964.0,22.066666666666666
3568,2064-10-08,GR000016716,"HELLINIKON, GR",1964-10-08,4.0,,19.0,21.0,17.0,10.0,1964.0,21.833333333333332
3569,2064-10-09,GR000016716,"HELLINIKON, GR",1964-10-09,0.0,,22.0,26.0,18.0,10.0,1964.0,21.733333333333334
3570,2064-10-10,GR000016716,"HELLINIKON, GR",1964-10-10,0.0,,23.0,27.0,20.0,10.0,1964.0,21.7
3571,2064-10-11,GR000016716,"HELLINIKON, GR",1964-10-11,0.0,,22.0,25.0,17.0,10.0,1964.0,21.633333333333333
3572,2064-10-12,GR000016716,"HELLINIKON, GR",1964-10-12,0.0,,22.0,26.0,17.0,10.0,1964.0,21.5
3573,2064-10-13,GR000016716,"HELLINIKON, GR",1964-10-13,0.0,,21.0,26.0,16.0,10.0,1964.0,21.333333333333332
3574,2064-10-14,GR000016716,"HELLINIKON, GR",1964-10-14,0.0,,22.0,27.0,17.0,10.0,1964.0,21.166666666666668
3575,2064-10-15,GR000016716,"HELLINIKON, GR",1964-10-15,0.0,,23.0,28.0,19.0,10.0,1964.0,21.066666666666666
3576,2064-10-16,GR000016716,"HELLINIKON, GR",1964-10-16,0.0,,22.0,26.0,16.0,10.0,1964.0,20.933333333333334
3577,2064-10-17,GR000016716,"HELLINIKON, GR",1964-10-17,0.0,,22.0,27.0,16.0,10.0,1964.0,20.833333333333332
3578,2064-10-18,GR000016716,"HELLINIKON, GR",1964-10-18,0.0,,22.0,26.0,19.0,10.0,1964.0,20.766666666666666
3579,2064-10-19,GR000016716,"HELLINIKON, GR",1964-10-19,0.0,,21.0,23.0,18.0,10.0,1964.0,20.6
3580,2064-10-20,GR000016716,"HELLINIKON, GR",1964-10-20,10.0,,20.0,23.0,16.0,10.0,1964.0,20.466666666666665
3581,2064-10-21,GR000016716,"HELLINIKON, GR",1964-10-21,0.0,,21.0,25.0,19.0,10.0,1964.0,20.366666666666667
3582,2064-10-22,GR000016716,"HELLINIKON, GR",1964-10-22,5.0,,19.0,23.0,18.0,10.0,1964.0,20.333333333333332
3583,2064-10-23,GR000016716,"HELLINIKON, GR",1964-10-23,0.0,,19.0,24.0,14.0,10.0,1964.0,20.366666666666667
3584,2064-10-24,GR000016716,"HELLINIKON, GR",1964-10-24,0.0,,19.0,22.0,15.0,10.0,1964.0,20.333333333333332
3585,2064-10-25,GR000016716,"HELLINIKON, GR",1964-10-25,0.0,,21.0,28.0,16.0,10.0,1964.0,20.433333333333334
3586,2064-10-26,GR000016716,"HELLINIKON, GR",1964-10-26,0.0,,22.0,29.0,16.0,10.0,1964.0,20.6
3587,2064-10-27,GR000016716,"HELLINIKON, GR",1964-10-27,0.0,,21.0,24.0,16.0,10.0,1964.0,20.7
3588,2064-10-28,GR000016716,"HELLINIKON, GR",1964-10-28,0.0,,20.0,23.0,18.0,10.0,1964.0,20.733333333333334
3589,2064-10-29,GR000016716,"HELLINIKON, GR",1964-10-29,0.0,,18.0,22.0,17.0,10.0,1964.0,20.633333333333333
3590,2064-10-30,GR000016716,"HELLINIKON, GR",1964-10-30,0.0,,17.0,21.0,15.0,10.0,1964.0,20.5
3591,2064-10-31,GR000016716,"HELLINIKON, GR",1964-10-31,0.0,,17.0,20.0,14.0,10.0,1964.0,20.333333333333332
3592,2064-11-01,GR000016716,"HELLINIKON, GR",1964-11-01,0.0,,17.0,20.0,16.0,11.0,1964.0,20.2
3593,2064-11-02,GR000016716,"HELLINIKON, GR",1964-11-02,0.0,,17.0,21.0,13.0,11.0,1964.0,20.066666666666666
3594,2064-11-03,GR000016716,"HELLINIKON, GR",1964-11-03,0.0,,18.0,21.0,15.0,11.0,1964.0,20.033333333333335
3595,2064-11-04,GR000016716,"HELLINIKON, GR",1964-11-04,0.0,,18.0,23.0,15.0,11.0,1964.0,20.033333333333335
3596,2064-11-05,GR000016716,"HELLINIKON, GR",1964-11-05,0.0,,18.0,22.0,14.0,11.0,1964.0,20.033333333333335
3597,2064-11-06,GR000016716,"HELLINIKON, GR",1964-11-06,0.0,,21.0,26.0,18.0,11.0,1964.0,20.133333333333333
3598,2064-11-07,GR000016716,"HELLINIKON, GR",1964-11-07,0.0,,20.0,24.0,17.0,11.0,1964.0,20.166666666666668
3599,2064-11-08,GR000016716,"HELLINIKON, GR",1964-11-08,0.0,,19.0,22.0,17.0,11.0,1964.0,20.066666666666666
3600,2064-11-09,GR000016716,"HELLINIKON, GR",1964-11-09,0.0,,18.0,22.0,17.0,11.0,1964.0,19.9
3601,2064-11-10,GR000016716,"HELLINIKON, GR",1964-11-10,0.0,,19.0,24.0,17.0,11.0,1964.0,19.8
3602,2064-11-11,GR000016716,"HELLINIKON, GR",1964-11-11,0.0,,20.0,24.0,17.0,11.0,1964.0,19.733333333333334
3603,2064-11-12,GR000016716,"HELLINIKON, GR",1964-11-12,3.0,,19.0,22.0,17.0,11.0,1964.0,19.666666666666668
3604,2064-11-13,GR000016716,"HELLINIKON, GR",1964-11-13,0.0,,19.0,23.0,15.0,11.0,1964.0,19.566666666666666
3605,2064-11-14,GR000016716,"HELLINIKON, GR",1964-11-14,4.0,,16.0,18.0,14.0,11.0,1964.0,19.333333333333332
3606,2064-11-15,GR000016716,"HELLINIKON, GR",1964-11-15,0.0,,16.0,21.0,14.0,11.0,1964.0,19.133333333333333
3607,2064-11-16,GR000016716,"HELLINIKON, GR",1964-11-16,0.0,,17.0,23.0,12.0,11.0,1964.0,18.966666666666665
3608,2064-11-17,GR000016716,"HELLINIKON, GR",1964-11-17,1.0,,17.0,22.0,12.0,11.0,1964.0,18.8
3609,2064-11-18,GR000016716,"HELLINIKON, GR",1964-11-18,0.0,,16.0,21.0,12.0,11.0,1964.0,18.633333333333333
3610,2064-11-19,GR000016716,"HELLINIKON, GR",1964-11-19,7.0,,13.0,19.0,5.0,11.0,1964.0,18.4
3611,2064-11-20,GR000016716,"HELLINIKON, GR",1964-11-20,0.0,,9.0,12.0,5.0,11.0,1964.0,18.0
3612,2064-11-21,GR000016716,"HELLINIKON, GR",1964-11-21,0.0,,11.0,14.0,8.0,11.0,1964.0,17.733333333333334
3613,2064-11-22,GR000016716,"HELLINIKON, GR",1964-11-22,0.0,,12.0,17.0,8.0,11.0,1964.0,17.5
3614,2064-11-23,GR000016716,"HELLINIKON, GR",1964-11-23,0.0,,11.0,14.0,9.0,11.0,1964.0,17.233333333333334
3615,2064-11-24,GR000016716,"HELLINIKON, GR",1964-11-24,0.0,,11.0,16.0,7.0,11.0,1964.0,16.9
3616,2064-11-25,GR000016716,"HELLINIKON, GR",1964-11-25,0.0,,13.0,19.0,7.0,11.0,1964.0,16.6
3617,2064-11-26,GR000016716,"HELLINIKON, GR",1964-11-26,0.0,,17.0,23.0,11.0,11.0,1964.0,16.466666666666665
3618,2064-11-27,GR000016716,"HELLINIKON, GR",1964-11-27,0.0,,16.0,21.0,12.0,11.0,1964.0,16.333333333333332
3619,2064-11-28,GR000016716,"HELLINIKON, GR",1964-11-28,0.0,,14.0,18.0,13.0,11.0,1964.0,16.2
3620,2064-11-29,GR000016716,"HELLINIKON, GR",1964-11-29,0.0,,18.0,21.0,13.0,11.0,1964.0,16.233333333333334
3621,2064-11-30,GR000016716,"HELLINIKON, GR",1964-11-30,1.0,,18.0,21.0,13.0,11.0,1964.0,16.266666666666666
3622,2064-12-01,GR000016716,"HELLINIKON, GR",1964-12-01,7.0,,18.0,21.0,15.0,12.0,1964.0,16.3
3623,2064-12-02,GR000016716,"HELLINIKON, GR",1964-12-02,0.0,,17.0,21.0,14.0,12.0,1964.0,16.3
3624,2064-12-03,GR000016716,"HELLINIKON, GR",1964-12-03,0.0,,18.0,20.0,13.0,12.0,1964.0,16.3
3625,2064-12-04,GR000016716,"HELLINIKON, GR",1964-12-04,0.0,,18.0,20.0,17.0,12.0,1964.0,16.3
3626,2064-12-05,GR000016716,"HELLINIKON, GR",1964-12-05,0.0,,15.0,19.0,12.0,12.0,1964.0,16.2
3627,2064-12-06,GR000016716,"HELLINIKON, GR",1964-12-06,0.0,,11.0,15.0,7.0,12.0,1964.0,15.866666666666667
3628,2064-12-07,GR000016716,"HELLINIKON, GR",1964-12-07,0.0,,9.0,13.0,6.0,12.0,1964.0,15.5
3629,2064-12-08,GR000016716,"HELLINIKON, GR",1964-12-08,0.0,,8.0,10.0,5.0,12.0,1964.0,15.133333333333333
3630,2064-12-09,GR000016716,"HELLINIKON, GR",1964-12-09,0.0,,10.0,12.0,8.0,12.0,1964.0,14.866666666666667
3631,2064-12-10,GR000016716,"HELLINIKON, GR",1964-12-10,0.0,,11.0,11.0,9.0,12.0,1964.0,14.6
3632,2064-12-11,GR000016716,"HELLINIKON, GR",1964-12-11,0.0,,12.0,12.0,11.0,12.0,1964.0,14.333333333333334
3633,2064-12-12,GR000016716,"HELLINIKON, GR",1964-12-12,0.0,,12.0,14.0,11.0,12.0,1964.0,14.1
3634,2064-12-13,GR000016716,"HELLINIKON, GR",1964-12-13,0.0,,12.0,17.0,8.0,12.0,1964.0,13.866666666666667
3635,2064-12-14,GR000016716,"HELLINIKON, GR",1964-12-14,0.0,,11.0,17.0,7.0,12.0,1964.0,13.7
3636,2064-12-15,GR000016716,"HELLINIKON, GR",1964-12-15,0.0,,11.0,17.0,6.0,12.0,1964.0,13.533333333333333
3637,2064-12-16,GR000016716,"HELLINIKON, GR",1964-12-16,0.0,,12.0,16.0,8.0,12.0,1964.0,13.366666666666667
3638,2064-12-17,GR000016716,"HELLINIKON, GR",1964-12-17,0.0,,14.0,18.0,12.0,12.0,1964.0,13.266666666666667
3639,2064-12-18,GR000016716,"HELLINIKON, GR",1964-12-18,0.0,,13.0,18.0,9.0,12.0,1964.0,13.166666666666666
3640,2064-12-19,GR000016716,"HELLINIKON, GR",1964-12-19,0.0,,16.0,17.0,12.0,12.0,1964.0,13.266666666666667
3641,2064-12-20,GR000016716,"HELLINIKON, GR",1964-12-20,0.0,,17.0,18.0,16.0,12.0,1964.0,13.533333333333333
3642,2064-12-21,GR000016716,"HELLINIKON, GR",1964-12-21,8.0,,16.0,17.0,15.0,12.0,1964.0,13.7
3643,2064-12-22,GR000016716,"HELLINIKON, GR",1964-12-22,2.0,,15.0,18.0,11.0,12.0,1964.0,13.8
3644,2064-12-23,GR000016716,"HELLINIKON, GR",1964-12-23,0.0,,13.0,15.0,11.0,12.0,1964.0,13.866666666666667
3645,2064-12-24,GR000016716,"HELLINIKON, GR",1964-12-24,0.0,,11.0,13.0,8.0,12.0,1964.0,13.866666666666667
3646,2064-12-25,GR000016716,"HELLINIKON, GR",1964-12-25,4.0,,9.0,10.0,7.0,12.0,1964.0,13.733333333333333
3647,2064-12-26,GR000016716,"HELLINIKON, GR",1964-12-26,0.0,,16.0,18.0,10.0,12.0,1964.0,13.7
3648,2064-12-27,GR000016716,"HELLINIKON, GR",1964-12-27,18.0,,14.0,17.0,12.0,12.0,1964.0,13.633333333333333
3649,2064-12-28,GR000016716,"HELLINIKON, GR",1964-12-28,0.0,,12.0,16.0,10.0,12.0,1964.0,13.566666666666666
3650,2064-12-29,GR000016716,"HELLINIKON, GR",1964-12-29,0.0,,12.0,19.0,7.0,12.0,1964.0,13.366666666666667
3651,2064-12-30,GR000016716,"HELLINIKON, GR",1964-12-30,0.0,,13.0,19.0,8.0,12.0,1964.0,13.2
3652,2064-12-31,GR000016716,"HELLINIKON, GR",1964-12-31,0.0,,14.0,18.0,12.0,12.0,1964.0,13.066666666666666
3653,2065-01-01,GR000016716,"HELLINIKON, GR",1965-01-01,0.0,,11.0,15.0,8.0,1.0,1965.0,12.866666666666667
3654,2065-01-02,GR000016716,"HELLINIKON, GR",1965-01-02,0.0,,12.0,15.0,7.0,1.0,1965.0,12.666666666666666
3655,2065-01-03,GR000016716,"HELLINIKON, GR",1965-01-03,4.0,,14.0,17.0,12.0,1.0,1965.0,12.533333333333333
3656,2065-01-04,GR000016716,"HELLINIKON, GR",1965-01-04,0.0,,15.0,18.0,13.0,1.0,1965.0,12.533333333333333
3657,2065-01-05,GR000016716,"HELLINIKON, GR",1965-01-05,0.0,,12.0,16.0,8.0,1.0,1965.0,12.566666666666666
3658,2065-01-06,GR000016716,"HELLINIKON, GR",1965-01-06,0.0,,11.0,17.0,7.0,1.0,1965.0,12.633333333333333
3659,2065-01-07,GR000016716,"HELLINIKON, GR",1965-01-07,0.0,,9.0,13.0,6.0,1.0,1965.0,12.666666666666666
3660,2065-01-08,GR000016716,"HELLINIKON, GR",1965-01-08,0.0,,7.0,9.0,6.0,1.0,1965.0,12.566666666666666
3661,2065-01-09,GR000016716,"HELLINIKON, GR",1965-01-09,0.0,,9.0,15.0,4.0,1.0,1965.0,12.5
3662,2065-01-10,GR000016716,"HELLINIKON, GR",1965-01-10,0.0,,12.0,16.0,7.0,1.0,1965.0,12.5
3663,2065-01-11,GR000016716,"HELLINIKON, GR",1965-01-11,1.0,,9.0,12.0,7.0,1.0,1965.0,12.4
3664,2065-01-12,GR000016716,"HELLINIKON, GR",1965-01-12,0.0,,8.0,9.0,6.0,1.0,1965.0,12.266666666666667
3665,2065-01-13,GR000016716,"HELLINIKON, GR",1965-01-13,0.0,,7.0,9.0,6.0,1.0,1965.0,12.133333333333333
3666,2065-01-14,GR000016716,"HELLINIKON, GR",1965-01-14,0.0,,8.0,10.0,5.0,1.0,1965.0,12.033333333333333
3667,2065-01-15,GR000016716,"HELLINIKON, GR",1965-01-15,0.0,,9.0,11.0,8.0,1.0,1965.0,11.933333333333334
3668,2065-01-16,GR000016716,"HELLINIKON, GR",1965-01-16,0.0,,10.0,13.0,7.0,1.0,1965.0,11.8
3669,2065-01-17,GR000016716,"HELLINIKON, GR",1965-01-17,0.0,,11.0,13.0,9.0,1.0,1965.0,11.733333333333333
3670,2065-01-18,GR000016716,"HELLINIKON, GR",1965-01-18,0.0,,12.0,16.0,8.0,1.0,1965.0,11.6
3671,2065-01-19,GR000016716,"HELLINIKON, GR",1965-01-19,0.0,,13.0,16.0,9.0,1.0,1965.0,11.466666666666667
3672,2065-01-20,GR000016716,"HELLINIKON, GR",1965-01-20,6.0,,13.0,14.0,9.0,1.0,1965.0,11.366666666666667
3673,2065-01-21,GR000016716,"HELLINIKON, GR",1965-01-21,1.0,,13.0,16.0,6.0,1.0,1965.0,11.3
3674,2065-01-22,GR000016716,"HELLINIKON, GR",1965-01-22,17.0,,12.0,14.0,11.0,1.0,1965.0,11.266666666666667
3675,2065-01-23,GR000016716,"HELLINIKON, GR",1965-01-23,0.0,,13.0,19.0,10.0,1.0,1965.0,11.333333333333334
3676,2065-01-24,GR000016716,"HELLINIKON, GR",1965-01-24,19.0,,12.0,13.0,9.0,1.0,1965.0,11.433333333333334
3677,2065-01-25,GR000016716,"HELLINIKON, GR",1965-01-25,14.0,,10.0,12.0,9.0,1.0,1965.0,11.233333333333333
3678,2065-01-26,GR000016716,"HELLINIKON, GR",1965-01-26,0.0,,11.0,13.0,8.0,1.0,1965.0,11.133333333333333
3679,2065-01-27,GR000016716,"HELLINIKON, GR",1965-01-27,0.0,,11.0,16.0,7.0,1.0,1965.0,11.1
3680,2065-01-28,GR000016716,"HELLINIKON, GR",1965-01-28,0.0,,11.0,14.0,7.0,1.0,1965.0,11.066666666666666
3681,2065-01-29,GR000016716,"HELLINIKON, GR",1965-01-29,0.0,,11.0,16.0,6.0,1.0,1965.0,11.0
3682,2065-01-30,GR000016716,"HELLINIKON, GR",1965-01-30,0.0,,12.0,17.0,8.0,1.0,1965.0,10.933333333333334
3683,2065-01-31,GR000016716,"HELLINIKON, GR",1965-01-31,0.0,,13.0,18.0,9.0,1.0,1965.0,11.0
3684,2065-02-01,GR000016716,"HELLINIKON, GR",1965-02-01,0.0,,15.0,19.0,12.0,2.0,1965.0,11.1
3685,2065-02-02,GR000016716,"HELLINIKON, GR",1965-02-02,0.0,,16.0,18.0,12.0,2.0,1965.0,11.166666666666666
3686,2065-02-03,GR000016716,"HELLINIKON, GR",1965-02-03,4.0,,6.0,16.0,3.0,2.0,1965.0,10.866666666666667
3687,2065-02-04,GR000016716,"HELLINIKON, GR",1965-02-04,0.0,,3.0,6.0,0.0,2.0,1965.0,10.566666666666666
3688,2065-02-05,GR000016716,"HELLINIKON, GR",1965-02-05,0.0,,5.0,7.0,2.0,2.0,1965.0,10.366666666666667
3689,2065-02-06,GR000016716,"HELLINIKON, GR",1965-02-06,0.0,,6.0,8.0,4.0,2.0,1965.0,10.266666666666667
3690,2065-02-07,GR000016716,"HELLINIKON, GR",1965-02-07,0.0,,4.0,8.0,2.0,2.0,1965.0,10.166666666666666
3691,2065-02-08,GR000016716,"HELLINIKON, GR",1965-02-08,3.0,,2.0,4.0,-2.0,2.0,1965.0,9.933333333333334
3692,2065-02-09,GR000016716,"HELLINIKON, GR",1965-02-09,0.0,,8.0,13.0,1.0,2.0,1965.0,9.8
3693,2065-02-10,GR000016716,"HELLINIKON, GR",1965-02-10,34.0,,12.0,15.0,10.0,2.0,1965.0,9.9
3694,2065-02-11,GR000016716,"HELLINIKON, GR",1965-02-11,4.0,,9.0,12.0,8.0,2.0,1965.0,9.933333333333334
3695,2065-02-12,GR000016716,"HELLINIKON, GR",1965-02-12,1.0,,8.0,9.0,7.0,2.0,1965.0,9.966666666666667
3696,2065-02-13,GR000016716,"HELLINIKON, GR",1965-02-13,0.0,,7.0,9.0,6.0,2.0,1965.0,9.933333333333334
3697,2065-02-14,GR000016716,"HELLINIKON, GR",1965-02-14,0.0,,9.0,15.0,3.0,2.0,1965.0,9.933333333333334
3698,2065-02-15,GR000016716,"HELLINIKON, GR",1965-02-15,0.0,,12.0,14.0,7.0,2.0,1965.0,10.0
3699,2065-02-16,GR000016716,"HELLINIKON, GR",1965-02-16,2.0,,12.0,16.0,9.0,2.0,1965.0,10.033333333333333
3700,2065-02-17,GR000016716,"HELLINIKON, GR",1965-02-17,1.0,,8.0,13.0,6.0,2.0,1965.0,9.9
3701,2065-02-18,GR000016716,"HELLINIKON, GR",1965-02-18,1.0,,8.0,11.0,6.0,2.0,1965.0,9.733333333333333
3702,2065-02-19,GR000016716,"HELLINIKON, GR",1965-02-19,26.0,,9.0,13.0,4.0,2.0,1965.0,9.6
3703,2065-02-20,GR000016716,"HELLINIKON, GR",1965-02-20,14.0,,11.0,16.0,8.0,2.0,1965.0,9.533333333333333
3704,2065-02-21,GR000016716,"HELLINIKON, GR",1965-02-21,5.0,,9.0,13.0,5.0,2.0,1965.0,9.433333333333334
3705,2065-02-22,GR000016716,"HELLINIKON, GR",1965-02-22,0.0,,9.0,14.0,4.0,2.0,1965.0,9.3
3706,2065-02-23,GR000016716,"HELLINIKON, GR",1965-02-23,0.0,,11.0,16.0,8.0,2.0,1965.0,9.266666666666667
3707,2065-02-24,GR000016716,"HELLINIKON, GR",1965-02-24,0.0,,12.0,17.0,7.0,2.0,1965.0,9.333333333333334
3708,2065-02-25,GR000016716,"HELLINIKON, GR",1965-02-25,2.0,,14.0,17.0,12.0,2.0,1965.0,9.433333333333334
3709,2065-02-26,GR000016716,"HELLINIKON, GR",1965-02-26,0.0,,13.0,18.0,7.0,2.0,1965.0,9.5
3710,2065-02-27,GR000016716,"HELLINIKON, GR",1965-02-27,27.0,,12.0,14.0,11.0,2.0,1965.0,9.533333333333333
3711,2065-02-28,GR000016716,"HELLINIKON, GR",1965-02-28,1.0,,11.0,13.0,9.0,2.0,1965.0,9.533333333333333
3712,2065-03-01,GR000016716,"HELLINIKON, GR",1965-03-01,0.0,,11.0,15.0,6.0,3.0,1965.0,9.5
3713,2065-03-02,GR000016716,"HELLINIKON, GR",1965-03-02,0.0,,14.0,15.0,11.0,3.0,1965.0,9.533333333333333
3714,2065-03-03,GR000016716,"HELLINIKON, GR",1965-03-03,0.0,,17.0,20.0,13.0,3.0,1965.0,9.6
3715,2065-03-04,GR000016716,"HELLINIKON, GR",1965-03-04,0.0,,16.0,19.0,13.0,3.0,1965.0,9.6
3716,2065-03-05,GR000016716,"HELLINIKON, GR",1965-03-05,0.0,,15.0,19.0,12.0,3.0,1965.0,9.9
3717,2065-03-06,GR000016716,"HELLINIKON, GR",1965-03-06,0.0,,16.0,21.0,11.0,3.0,1965.0,10.333333333333334
3718,2065-03-07,GR000016716,"HELLINIKON, GR",1965-03-07,0.0,,16.0,20.0,10.0,3.0,1965.0,10.7
3719,2065-03-08,GR000016716,"HELLINIKON, GR",1965-03-08,6.0,,13.0,17.0,12.0,3.0,1965.0,10.933333333333334
3720,2065-03-09,GR000016716,"HELLINIKON, GR",1965-03-09,5.0,,12.0,16.0,10.0,3.0,1965.0,11.2
3721,2065-03-10,GR000016716,"HELLINIKON, GR",1965-03-10,1.0,,10.0,16.0,7.0,3.0,1965.0,11.466666666666667
3722,2065-03-11,GR000016716,"HELLINIKON, GR",1965-03-11,0.0,,8.0,11.0,7.0,3.0,1965.0,11.466666666666667
3723,2065-03-12,GR000016716,"HELLINIKON, GR",1965-03-12,0.0,,9.0,13.0,5.0,3.0,1965.0,11.366666666666667
3724,2065-03-13,GR000016716,"HELLINIKON, GR",1965-03-13,0.0,,10.0,16.0,4.0,3.0,1965.0,11.4
3725,2065-03-14,GR000016716,"HELLINIKON, GR",1965-03-14,0.0,,11.0,17.0,5.0,3.0,1965.0,11.5
3726,2065-03-15,GR000016716,"HELLINIKON, GR",1965-03-15,0.0,,12.0,15.0,7.0,3.0,1965.0,11.666666666666666
3727,2065-03-16,GR000016716,"HELLINIKON, GR",1965-03-16,0.0,,12.0,17.0,9.0,3.0,1965.0,11.766666666666667
3728,2065-03-17,GR000016716,"HELLINIKON, GR",1965-03-17,0.0,,12.0,17.0,8.0,3.0,1965.0,11.766666666666667
3729,2065-03-18,GR000016716,"HELLINIKON, GR",1965-03-18,0.0,,12.0,17.0,7.0,3.0,1965.0,11.766666666666667
3730,2065-03-19,GR000016716,"HELLINIKON, GR",1965-03-19,1.0,,13.0,17.0,9.0,3.0,1965.0,11.933333333333334
3731,2065-03-20,GR000016716,"HELLINIKON, GR",1965-03-20,6.0,,13.0,17.0,11.0,3.0,1965.0,12.1
3732,2065-03-21,GR000016716,"HELLINIKON, GR",1965-03-21,28.0,,12.0,14.0,11.0,3.0,1965.0,12.2
3733,2065-03-22,GR000016716,"HELLINIKON, GR",1965-03-22,0.0,,13.0,17.0,11.0,3.0,1965.0,12.266666666666667
3734,2065-03-23,GR000016716,"HELLINIKON, GR",1965-03-23,0.0,,14.0,18.0,9.0,3.0,1965.0,12.433333333333334
3735,2065-03-24,GR000016716,"HELLINIKON, GR",1965-03-24,0.0,,14.0,17.0,10.0,3.0,1965.0,12.6
3736,2065-03-25,GR000016716,"HELLINIKON, GR",1965-03-25,2.0,,14.0,19.0,11.0,3.0,1965.0,12.7
3737,2065-03-26,GR000016716,"HELLINIKON, GR",1965-03-26,0.0,,14.0,19.0,11.0,3.0,1965.0,12.766666666666667
3738,2065-03-27,GR000016716,"HELLINIKON, GR",1965-03-27,15.0,,13.0,17.0,11.0,3.0,1965.0,12.733333333333333
3739,2065-03-28,GR000016716,"HELLINIKON, GR",1965-03-28,6.0,,12.0,14.0,11.0,3.0,1965.0,12.7
3740,2065-03-29,GR000016716,"HELLINIKON, GR",1965-03-29,0.0,,10.0,11.0,9.0,3.0,1965.0,12.633333333333333
3741,2065-03-30,GR000016716,"HELLINIKON, GR",1965-03-30,0.0,,10.0,11.0,8.0,3.0,1965.0,12.6
3742,2065-03-31,GR000016716,"HELLINIKON, GR",1965-03-31,0.0,,11.0,16.0,4.0,3.0,1965.0,12.6
3743,2065-04-01,GR000016716,"HELLINIKON, GR",1965-04-01,4.0,,10.0,16.0,7.0,4.0,1965.0,12.466666666666667
3744,2065-04-02,GR000016716,"HELLINIKON, GR",1965-04-02,0.0,,9.0,12.0,7.0,4.0,1965.0,12.2
