,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG,TMAX,TMIN,MONTH,YEAR,30YAVG
2315,1980-05-04,GR000016716,"HELLINIKON, GR",1980-05-04,0.0,,17.0,21.0,11.0,5.0,1980.0,13.933333333333334
2316,1980-05-05,GR000016716,"HELLINIKON, GR",1980-05-05,0.0,,18.0,22.0,14.0,5.0,1980.0,14.1
2317,1980-05-06,GR000016716,"HELLINIKON, GR",1980-05-06,0.0,,18.0,22.0,16.0,5.0,1980.0,14.333333333333334
2318,1980-05-07,GR000016716,"HELLINIKON, GR",1980-05-07,0.0,,18.0,21.0,16.0,5.0,1980.0,14.533333333333333
2319,1980-05-08,GR000016716,"HELLINIKON, GR",1980-05-08,0.0,,18.0,23.0,16.0,5.0,1980.0,14.733333333333333
2320,1980-05-09,GR000016716,"HELLINIKON, GR",1980-05-09,0.0,,19.0,22.0,14.0,5.0,1980.0,14.933333333333334
2321,1980-05-10,GR000016716,"HELLINIKON, GR",1980-05-10,0.0,,19.0,22.0,16.0,5.0,1980.0,15.166666666666666
2322,1980-05-11,GR000016716,"HELLINIKON, GR",1980-05-11,0.0,,18.0,22.0,15.0,5.0,1980.0,15.4
2323,1980-05-12,GR000016716,"HELLINIKON, GR",1980-05-12,0.0,,16.0,19.0,14.0,5.0,1980.0,15.533333333333333
2324,1980-05-13,GR000016716,"HELLINIKON, GR",1980-05-13,0.0,,17.0,21.0,13.0,5.0,1980.0,15.7
2325,1980-05-14,GR000016716,"HELLINIKON, GR",1980-05-14,0.0,,16.0,19.0,13.0,5.0,1980.0,15.833333333333334
2326,1980-05-15,GR000016716,"HELLINIKON, GR",1980-05-15,0.0,,17.0,21.0,14.0,5.0,1980.0,15.966666666666667
2327,1980-05-16,GR000016716,"HELLINIKON, GR",1980-05-16,0.0,,19.0,22.0,16.0,5.0,1980.0,16.166666666666668
2328,1980-05-17,GR000016716,"HELLINIKON, GR",1980-05-17,0.0,,19.0,22.0,16.0,5.0,1980.0,16.3
2329,1980-05-18,GR000016716,"HELLINIKON, GR",1980-05-18,0.0,,18.0,22.0,14.0,5.0,1980.0,16.433333333333334
2330,1980-05-19,GR000016716,"HELLINIKON, GR",1980-05-19,0.0,,17.0,21.0,13.0,5.0,1980.0,16.5
2331,1980-05-20,GR000016716,"HELLINIKON, GR",1980-05-20,7.0,,17.0,21.0,14.0,5.0,1980.0,16.6
2332,1980-05-21,GR000016716,"HELLINIKON, GR",1980-05-21,0.0,,18.0,22.0,14.0,5.0,1980.0,16.666666666666668
2333,1980-05-22,GR000016716,"HELLINIKON, GR",1980-05-22,0.0,,18.0,22.0,16.0,5.0,1980.0,16.8
2334,1980-05-23,GR000016716,"HELLINIKON, GR",1980-05-23,0.0,,18.0,22.0,13.0,5.0,1980.0,16.966666666666665
2335,1980-05-24,GR000016716,"HELLINIKON, GR",1980-05-24,0.0,,19.0,24.0,15.0,5.0,1980.0,17.166666666666668
2336,1980-05-25,GR000016716,"HELLINIKON, GR",1980-05-25,0.0,,19.0,24.0,17.0,5.0,1980.0,17.333333333333332
2337,1980-05-26,GR000016716,"HELLINIKON, GR",1980-05-26,0.0,,18.0,22.0,16.0,5.0,1980.0,17.4
2338,1980-05-27,GR000016716,"HELLINIKON, GR",1980-05-27,0.0,,18.0,22.0,13.0,5.0,1980.0,17.466666666666665
2339,1980-05-28,GR000016716,"HELLINIKON, GR",1980-05-28,0.0,,19.0,26.0,14.0,5.0,1980.0,17.633333333333333
2340,1980-05-29,GR000016716,"HELLINIKON, GR",1980-05-29,0.0,,20.0,24.0,16.0,5.0,1980.0,17.766666666666666
2341,1980-05-30,GR000016716,"HELLINIKON, GR",1980-05-30,0.0,,23.0,29.0,16.0,5.0,1980.0,18.0
2342,1980-05-31,GR000016716,"HELLINIKON, GR",1980-05-31,0.0,,22.0,26.0,19.0,5.0,1980.0,18.166666666666668
2343,1980-06-01,GR000016716,"HELLINIKON, GR",1980-06-01,0.0,,19.0,24.0,16.0,6.0,1980.0,18.266666666666666
2344,1980-06-02,GR000016716,"HELLINIKON, GR",1980-06-02,9.0,,19.0,22.0,15.0,6.0,1980.0,18.366666666666667
2345,1980-06-03,GR000016716,"HELLINIKON, GR",1980-06-03,0.0,,18.0,23.0,16.0,6.0,1980.0,18.4
2346,1980-06-04,GR000016716,"HELLINIKON, GR",1980-06-04,1.0,,18.0,22.0,15.0,6.0,1980.0,18.4
2347,1980-06-05,GR000016716,"HELLINIKON, GR",1980-06-05,0.0,,18.0,23.0,16.0,6.0,1980.0,18.4
2348,1980-06-06,GR000016716,"HELLINIKON, GR",1980-06-06,0.0,,21.0,24.0,18.0,6.0,1980.0,18.5
2349,1980-06-07,GR000016716,"HELLINIKON, GR",1980-06-07,0.0,,21.0,26.0,18.0,6.0,1980.0,18.6
2350,1980-06-08,GR000016716,"HELLINIKON, GR",1980-06-08,0.0,,21.0,24.0,17.0,6.0,1980.0,18.666666666666668
2351,1980-06-09,GR000016716,"HELLINIKON, GR",1980-06-09,0.0,,22.0,26.0,17.0,6.0,1980.0,18.766666666666666
2352,1980-06-10,GR000016716,"HELLINIKON, GR",1980-06-10,0.0,,22.0,27.0,18.0,6.0,1980.0,18.9
2353,1980-06-11,GR000016716,"HELLINIKON, GR",1980-06-11,0.0,,24.0,29.0,18.0,6.0,1980.0,19.166666666666668
2354,1980-06-12,GR000016716,"HELLINIKON, GR",1980-06-12,0.0,,24.0,29.0,18.0,6.0,1980.0,19.4
2355,1980-06-13,GR000016716,"HELLINIKON, GR",1980-06-13,0.0,,24.0,32.0,18.0,6.0,1980.0,19.666666666666668
2356,1980-06-14,GR000016716,"HELLINIKON, GR",1980-06-14,0.0,,28.0,33.0,21.0,6.0,1980.0,20.033333333333335
2357,1980-06-15,GR000016716,"HELLINIKON, GR",1980-06-15,0.0,,27.0,32.0,23.0,6.0,1980.0,20.3
2358,1980-06-16,GR000016716,"HELLINIKON, GR",1980-06-16,0.0,,24.0,30.0,19.0,6.0,1980.0,20.466666666666665
2359,1980-06-17,GR000016716,"HELLINIKON, GR",1980-06-17,0.0,,25.0,31.0,22.0,6.0,1980.0,20.7
2360,1980-06-18,GR000016716,"HELLINIKON, GR",1980-06-18,0.0,,24.0,27.0,19.0,6.0,1980.0,20.933333333333334
2361,1980-06-19,GR000016716,"HELLINIKON, GR",1980-06-19,0.0,,23.0,26.0,19.0,6.0,1980.0,21.133333333333333
2362,1980-06-20,GR000016716,"HELLINIKON, GR",1980-06-20,4.0,,22.0,26.0,19.0,6.0,1980.0,21.266666666666666
2363,1980-06-21,GR000016716,"HELLINIKON, GR",1980-06-21,0.0,,23.0,29.0,18.0,6.0,1980.0,21.433333333333334
2364,1980-06-22,GR000016716,"HELLINIKON, GR",1980-06-22,0.0,,23.0,28.0,17.0,6.0,1980.0,21.6
2365,1980-06-23,GR000016716,"HELLINIKON, GR",1980-06-23,0.0,,24.0,29.0,19.0,6.0,1980.0,21.766666666666666
2366,1980-06-24,GR000016716,"HELLINIKON, GR",1980-06-24,0.0,,26.0,32.0,20.0,6.0,1980.0,22.0
2367,1980-06-25,GR000016716,"HELLINIKON, GR",1980-06-25,0.0,,27.0,32.0,22.0,6.0,1980.0,22.3
2368,1980-06-26,GR000016716,"HELLINIKON, GR",1980-06-26,0.0,,27.0,32.0,22.0,6.0,1980.0,22.6
2369,1980-06-27,GR000016716,"HELLINIKON, GR",1980-06-27,0.0,,27.0,32.0,22.0,6.0,1980.0,22.866666666666667
2370,1980-06-28,GR000016716,"HELLINIKON, GR",1980-06-28,0.0,,27.0,32.0,22.0,6.0,1980.0,23.1
2371,1980-06-29,GR000016716,"HELLINIKON, GR",1980-06-29,0.0,,24.0,28.0,22.0,6.0,1980.0,23.133333333333333
2372,1980-06-30,GR000016716,"HELLINIKON, GR",1980-06-30,0.0,,24.0,28.0,19.0,6.0,1980.0,23.2
2373,1980-07-01,GR000016716,"HELLINIKON, GR",1980-07-01,0.0,,26.0,30.0,21.0,7.0,1980.0,23.433333333333334
2374,1980-07-02,GR000016716,"HELLINIKON, GR",1980-07-02,0.0,,26.0,29.0,23.0,7.0,1980.0,23.666666666666668
2375,1980-07-03,GR000016716,"HELLINIKON, GR",1980-07-03,0.0,,26.0,32.0,21.0,7.0,1980.0,23.933333333333334
2376,1980-07-04,GR000016716,"HELLINIKON, GR",1980-07-04,0.0,,24.0,30.0,22.0,7.0,1980.0,24.133333333333333
2377,1980-07-05,GR000016716,"HELLINIKON, GR",1980-07-05,0.0,,23.0,28.0,21.0,7.0,1980.0,24.3
2378,1980-07-06,GR000016716,"HELLINIKON, GR",1980-07-06,0.0,,24.0,29.0,19.0,7.0,1980.0,24.4
2379,1980-07-07,GR000016716,"HELLINIKON, GR",1980-07-07,0.0,,24.0,28.0,19.0,7.0,1980.0,24.5
2380,1980-07-08,GR000016716,"HELLINIKON, GR",1980-07-08,0.0,,25.0,29.0,20.0,7.0,1980.0,24.633333333333333
2381,1980-07-09,GR000016716,"HELLINIKON, GR",1980-07-09,0.0,,26.0,31.0,22.0,7.0,1980.0,24.766666666666666
2382,1980-07-10,GR000016716,"HELLINIKON, GR",1980-07-10,0.0,,27.0,33.0,22.0,7.0,1980.0,24.933333333333334
2383,1980-07-11,GR000016716,"HELLINIKON, GR",1980-07-11,0.0,,30.0,37.0,23.0,7.0,1980.0,25.133333333333333
2384,1980-07-12,GR000016716,"HELLINIKON, GR",1980-07-12,0.0,,28.0,34.0,23.0,7.0,1980.0,25.266666666666666
2385,1980-07-13,GR000016716,"HELLINIKON, GR",1980-07-13,0.0,,28.0,33.0,25.0,7.0,1980.0,25.4
2386,1980-07-14,GR000016716,"HELLINIKON, GR",1980-07-14,0.0,,27.0,32.0,21.0,7.0,1980.0,25.366666666666667
2387,1980-07-15,GR000016716,"HELLINIKON, GR",1980-07-15,0.0,,28.0,34.0,23.0,7.0,1980.0,25.4
2388,1980-07-16,GR000016716,"HELLINIKON, GR",1980-07-16,0.0,,30.0,36.0,25.0,7.0,1980.0,25.6
2389,1980-07-17,GR000016716,"HELLINIKON, GR",1980-07-17,0.0,,29.0,36.0,24.0,7.0,1980.0,25.733333333333334
2390,1980-07-18,GR000016716,"HELLINIKON, GR",1980-07-18,0.0,,28.0,36.0,21.0,7.0,1980.0,25.866666666666667
2391,1980-07-19,GR000016716,"HELLINIKON, GR",1980-07-19,0.0,,27.0,31.0,23.0,7.0,1980.0,26.0
2392,1980-07-20,GR000016716,"HELLINIKON, GR",1980-07-20,0.0,,28.0,33.0,23.0,7.0,1980.0,26.2
2393,1980-07-21,GR000016716,"HELLINIKON, GR",1980-07-21,0.0,,27.0,30.0,23.0,7.0,1980.0,26.333333333333332
2394,1980-07-22,GR000016716,"HELLINIKON, GR",1980-07-22,0.0,,28.0,32.0,24.0,7.0,1980.0,26.5
2395,1980-07-23,GR000016716,"HELLINIKON, GR",1980-07-23,0.0,,27.0,31.0,24.0,7.0,1980.0,26.6
2396,1980-07-24,GR000016716,"HELLINIKON, GR",1980-07-24,0.0,,26.0,30.0,22.0,7.0,1980.0,26.6
2397,1980-07-25,GR000016716,"HELLINIKON, GR",1980-07-25,0.0,,26.0,31.0,21.0,7.0,1980.0,26.566666666666666
2398,1980-07-26,GR000016716,"HELLINIKON, GR",1980-07-26,0.0,,27.0,30.0,23.0,7.0,1980.0,26.566666666666666
2399,1980-07-27,GR000016716,"HELLINIKON, GR",1980-07-27,0.0,,26.0,31.0,23.0,7.0,1980.0,26.533333333333335
2400,1980-07-28,GR000016716,"HELLINIKON, GR",1980-07-28,0.0,,27.0,31.0,22.0,7.0,1980.0,26.533333333333335
2401,1980-07-29,GR000016716,"HELLINIKON, GR",1980-07-29,0.0,,27.0,33.0,23.0,7.0,1980.0,26.633333333333333
2402,1980-07-30,GR000016716,"HELLINIKON, GR",1980-07-30,0.0,,27.0,31.0,23.0,7.0,1980.0,26.733333333333334
2403,1980-07-31,GR000016716,"HELLINIKON, GR",1980-07-31,0.0,,28.0,33.0,23.0,7.0,1980.0,26.8
2404,1980-08-01,GR000016716,"HELLINIKON, GR",1980-08-01,0.0,,29.0,32.0,26.0,8.0,1980.0,26.9
2405,1980-08-02,GR000016716,"HELLINIKON, GR",1980-08-02,0.0,,29.0,33.0,24.0,8.0,1980.0,27.0
2406,1980-08-03,GR000016716,"HELLINIKON, GR",1980-08-03,0.0,,28.0,32.0,25.0,8.0,1980.0,27.133333333333333
2407,1980-08-04,GR000016716,"HELLINIKON, GR",1980-08-04,0.0,,27.0,33.0,25.0,8.0,1980.0,27.266666666666666
2408,1980-08-05,GR000016716,"HELLINIKON, GR",1980-08-05,0.0,,29.0,33.0,24.0,8.0,1980.0,27.433333333333334
2409,1980-08-06,GR000016716,"HELLINIKON, GR",1980-08-06,0.0,,31.0,36.0,25.0,8.0,1980.0,27.666666666666668
2410,1980-08-07,GR000016716,"HELLINIKON, GR",1980-08-07,0.0,,32.0,38.0,24.0,8.0,1980.0,27.9
2411,1980-08-08,GR000016716,"HELLINIKON, GR",1980-08-08,0.0,,30.0,37.0,26.0,8.0,1980.0,28.033333333333335
2412,1980-08-09,GR000016716,"HELLINIKON, GR",1980-08-09,0.0,,29.0,35.0,24.0,8.0,1980.0,28.1
2413,1980-08-10,GR000016716,"HELLINIKON, GR",1980-08-10,0.0,,29.0,35.0,25.0,8.0,1980.0,28.066666666666666
2414,1980-08-11,GR000016716,"HELLINIKON, GR",1980-08-11,0.0,,30.0,33.0,27.0,8.0,1980.0,28.133333333333333
2415,1980-08-12,GR000016716,"HELLINIKON, GR",1980-08-12,0.0,,28.0,32.0,25.0,8.0,1980.0,28.133333333333333
2416,1980-08-13,GR000016716,"HELLINIKON, GR",1980-08-13,0.0,,26.0,29.0,21.0,8.0,1980.0,28.1
2417,1980-08-14,GR000016716,"HELLINIKON, GR",1980-08-14,0.0,,26.0,31.0,24.0,8.0,1980.0,28.033333333333335
2418,1980-08-15,GR000016716,"HELLINIKON, GR",1980-08-15,0.0,,26.0,28.0,24.0,8.0,1980.0,27.9
2419,1980-08-16,GR000016716,"HELLINIKON, GR",1980-08-16,0.0,,26.0,29.0,23.0,8.0,1980.0,27.8
2420,1980-08-17,GR000016716,"HELLINIKON, GR",1980-08-17,0.0,,26.0,29.0,22.0,8.0,1980.0,27.733333333333334
2421,1980-08-18,GR000016716,"HELLINIKON, GR",1980-08-18,0.0,,26.0,31.0,24.0,8.0,1980.0,27.7
2422,1980-08-19,GR000016716,"HELLINIKON, GR",1980-08-19,8.0,,24.0,29.0,23.0,8.0,1980.0,27.566666666666666
2423,1980-08-20,GR000016716,"HELLINIKON, GR",1980-08-20,0.0,,24.0,29.0,20.0,8.0,1980.0,27.466666666666665
2424,1980-08-21,GR000016716,"HELLINIKON, GR",1980-08-21,0.0,,24.0,29.0,22.0,8.0,1980.0,27.333333333333332
2425,1980-08-22,GR000016716,"HELLINIKON, GR",1980-08-22,0.0,,24.0,28.0,19.0,8.0,1980.0,27.233333333333334
2426,1980-08-23,GR000016716,"HELLINIKON, GR",1980-08-23,0.0,,26.0,29.0,22.0,8.0,1980.0,27.233333333333334
2427,1980-08-24,GR000016716,"HELLINIKON, GR",1980-08-24,0.0,,25.0,29.0,21.0,8.0,1980.0,27.2
2428,1980-08-25,GR000016716,"HELLINIKON, GR",1980-08-25,0.0,,26.0,31.0,23.0,8.0,1980.0,27.166666666666668
2429,1980-08-26,GR000016716,"HELLINIKON, GR",1980-08-26,0.0,,25.0,29.0,23.0,8.0,1980.0,27.133333333333333
2430,1980-08-27,GR000016716,"HELLINIKON, GR",1980-08-27,0.0,,24.0,29.0,21.0,8.0,1980.0,27.033333333333335
2431,1980-08-28,GR000016716,"HELLINIKON, GR",1980-08-28,0.0,,26.0,31.0,20.0,8.0,1980.0,27.0
2432,1980-08-29,GR000016716,"HELLINIKON, GR",1980-08-29,0.0,,25.0,31.0,21.0,8.0,1980.0,26.933333333333334
2433,1980-08-30,GR000016716,"HELLINIKON, GR",1980-08-30,0.0,,24.0,31.0,21.0,8.0,1980.0,26.8
2434,1980-08-31,GR000016716,"HELLINIKON, GR",1980-08-31,0.0,,24.0,28.0,19.0,8.0,1980.0,26.633333333333333
2435,1980-09-01,GR000016716,"HELLINIKON, GR",1980-09-01,0.0,,24.0,28.0,22.0,9.0,1980.0,26.466666666666665
2436,1980-09-02,GR000016716,"HELLINIKON, GR",1980-09-02,0.0,,24.0,30.0,22.0,9.0,1980.0,26.333333333333332
2437,1980-09-03,GR000016716,"HELLINIKON, GR",1980-09-03,0.0,,23.0,26.0,21.0,9.0,1980.0,26.2
2438,1980-09-04,GR000016716,"HELLINIKON, GR",1980-09-04,0.0,,21.0,24.0,19.0,9.0,1980.0,25.933333333333334
2439,1980-09-05,GR000016716,"HELLINIKON, GR",1980-09-05,0.0,,22.0,26.0,18.0,9.0,1980.0,25.633333333333333
2440,1980-09-06,GR000016716,"HELLINIKON, GR",1980-09-06,0.0,,22.0,27.0,17.0,9.0,1980.0,25.3
2441,1980-09-07,GR000016716,"HELLINIKON, GR",1980-09-07,0.0,,23.0,28.0,18.0,9.0,1980.0,25.066666666666666
2442,1980-09-08,GR000016716,"HELLINIKON, GR",1980-09-08,0.0,,23.0,29.0,18.0,9.0,1980.0,24.866666666666667
2443,1980-09-09,GR000016716,"HELLINIKON, GR",1980-09-09,0.0,,23.0,28.0,20.0,9.0,1980.0,24.666666666666668
2444,1980-09-10,GR000016716,"HELLINIKON, GR",1980-09-10,0.0,,23.0,27.0,18.0,9.0,1980.0,24.433333333333334
2445,1980-09-11,GR000016716,"HELLINIKON, GR",1980-09-11,0.0,,23.0,28.0,18.0,9.0,1980.0,24.266666666666666
2446,1980-09-12,GR000016716,"HELLINIKON, GR",1980-09-12,0.0,,24.0,29.0,20.0,9.0,1980.0,24.2
2447,1980-09-13,GR000016716,"HELLINIKON, GR",1980-09-13,0.0,,24.0,29.0,22.0,9.0,1980.0,24.133333333333333
2448,1980-09-14,GR000016716,"HELLINIKON, GR",1980-09-14,0.0,,23.0,29.0,19.0,9.0,1980.0,24.033333333333335
2449,1980-09-15,GR000016716,"HELLINIKON, GR",1980-09-15,0.0,,24.0,29.0,18.0,9.0,1980.0,23.966666666666665
2450,1980-09-16,GR000016716,"HELLINIKON, GR",1980-09-16,0.0,,24.0,28.0,18.0,9.0,1980.0,23.9
2451,1980-09-17,GR000016716,"HELLINIKON, GR",1980-09-17,0.0,,22.0,26.0,19.0,9.0,1980.0,23.766666666666666
2452,1980-09-18,GR000016716,"HELLINIKON, GR",1980-09-18,0.0,,22.0,27.0,17.0,9.0,1980.0,23.7
2453,1980-09-19,GR000016716,"HELLINIKON, GR",1980-09-19,0.0,,22.0,27.0,17.0,9.0,1980.0,23.633333333333333
2454,1980-09-20,GR000016716,"HELLINIKON, GR",1980-09-20,0.0,,24.0,29.0,18.0,9.0,1980.0,23.633333333333333
2455,1980-09-21,GR000016716,"HELLINIKON, GR",1980-09-21,0.0,,23.0,28.0,19.0,9.0,1980.0,23.6
2456,1980-09-22,GR000016716,"HELLINIKON, GR",1980-09-22,0.0,,22.0,28.0,19.0,9.0,1980.0,23.466666666666665
2457,1980-09-23,GR000016716,"HELLINIKON, GR",1980-09-23,0.0,,22.0,27.0,18.0,9.0,1980.0,23.366666666666667
2458,1980-09-24,GR000016716,"HELLINIKON, GR",1980-09-24,0.0,,24.0,29.0,20.0,9.0,1980.0,23.3
2459,1980-09-25,GR000016716,"HELLINIKON, GR",1980-09-25,0.0,,23.0,28.0,19.0,9.0,1980.0,23.233333333333334
2460,1980-09-26,GR000016716,"HELLINIKON, GR",1980-09-26,0.0,,22.0,26.0,19.0,9.0,1980.0,23.166666666666668
2461,1980-09-27,GR000016716,"HELLINIKON, GR",1980-09-27,0.0,,21.0,26.0,18.0,9.0,1980.0,23.0
2462,1980-09-28,GR000016716,"HELLINIKON, GR",1980-09-28,0.0,,22.0,25.0,18.0,9.0,1980.0,22.9
2463,1980-09-29,GR000016716,"HELLINIKON, GR",1980-09-29,0.0,,21.0,27.0,18.0,9.0,1980.0,22.8
2464,1980-09-30,GR000016716,"HELLINIKON, GR",1980-09-30,0.0,,20.0,24.0,18.0,9.0,1980.0,22.666666666666668
2465,1980-10-01,GR000016716,"HELLINIKON, GR",1980-10-01,0.0,,19.0,24.0,16.0,10.0,1980.0,22.5
2466,1980-10-02,GR000016716,"HELLINIKON, GR",1980-10-02,9.0,,16.0,20.0,14.0,10.0,1980.0,22.233333333333334
2467,1980-10-03,GR000016716,"HELLINIKON, GR",1980-10-03,0.0,,18.0,23.0,12.0,10.0,1980.0,22.066666666666666
2468,1980-10-04,GR000016716,"HELLINIKON, GR",1980-10-04,0.0,,19.0,24.0,15.0,10.0,1980.0,22.0
2469,1980-10-05,GR000016716,"HELLINIKON, GR",1980-10-05,0.0,,19.0,24.0,16.0,10.0,1980.0,21.9
2470,1980-10-06,GR000016716,"HELLINIKON, GR",1980-10-06,0.0,,21.0,24.0,18.0,10.0,1980.0,21.866666666666667
2471,1980-10-07,GR000016716,"HELLINIKON, GR",1980-10-07,7.0,,21.0,24.0,18.0,10.0,1980.0,21.8
2472,1980-10-08,GR000016716,"HELLINIKON, GR",1980-10-08,0.0,,21.0,24.0,20.0,10.0,1980.0,21.733333333333334
2473,1980-10-09,GR000016716,"HELLINIKON, GR",1980-10-09,0.0,,22.0,26.0,20.0,10.0,1980.0,21.7
2474,1980-10-10,GR000016716,"HELLINIKON, GR",1980-10-10,0.0,,23.0,27.0,21.0,10.0,1980.0,21.7
2475,1980-10-11,GR000016716,"HELLINIKON, GR",1980-10-11,0.0,,21.0,25.0,20.0,10.0,1980.0,21.633333333333333
2476,1980-10-12,GR000016716,"HELLINIKON, GR",1980-10-12,0.0,,21.0,24.0,17.0,10.0,1980.0,21.533333333333335
2477,1980-10-13,GR000016716,"HELLINIKON, GR",1980-10-13,0.0,,23.0,27.0,21.0,10.0,1980.0,21.5
2478,1980-10-14,GR000016716,"HELLINIKON, GR",1980-10-14,0.0,,21.0,26.0,17.0,10.0,1980.0,21.433333333333334
2479,1980-10-15,GR000016716,"HELLINIKON, GR",1980-10-15,0.0,,21.0,26.0,16.0,10.0,1980.0,21.333333333333332
2480,1980-10-16,GR000016716,"HELLINIKON, GR",1980-10-16,0.0,,19.0,25.0,16.0,10.0,1980.0,21.166666666666668
2481,1980-10-17,GR000016716,"HELLINIKON, GR",1980-10-17,0.0,,21.0,25.0,18.0,10.0,1980.0,21.133333333333333
2482,1980-10-18,GR000016716,"HELLINIKON, GR",1980-10-18,0.0,,23.0,29.0,21.0,10.0,1980.0,21.166666666666668
2483,1980-10-19,GR000016716,"HELLINIKON, GR",1980-10-19,0.0,,23.0,28.0,21.0,10.0,1980.0,21.2
2484,1980-10-20,GR000016716,"HELLINIKON, GR",1980-10-20,1.0,,20.0,24.0,17.0,10.0,1980.0,21.066666666666666
2485,1980-10-21,GR000016716,"HELLINIKON, GR",1980-10-21,7.0,,18.0,21.0,17.0,10.0,1980.0,20.9
2486,1980-10-22,GR000016716,"HELLINIKON, GR",1980-10-22,18.0,,17.0,21.0,16.0,10.0,1980.0,20.733333333333334
2487,1980-10-23,GR000016716,"HELLINIKON, GR",1980-10-23,0.0,,18.0,22.0,14.0,10.0,1980.0,20.6
2488,1980-10-24,GR000016716,"HELLINIKON, GR",1980-10-24,0.0,,18.0,23.0,14.0,10.0,1980.0,20.4
2489,1980-10-25,GR000016716,"HELLINIKON, GR",1980-10-25,0.0,,19.0,23.0,16.0,10.0,1980.0,20.266666666666666
2490,1980-10-26,GR000016716,"HELLINIKON, GR",1980-10-26,5.0,,21.0,23.0,18.0,10.0,1980.0,20.233333333333334
2491,1980-10-27,GR000016716,"HELLINIKON, GR",1980-10-27,47.0,,18.0,22.0,15.0,10.0,1980.0,20.133333333333333
2492,1980-10-28,GR000016716,"HELLINIKON, GR",1980-10-28,0.0,,17.0,19.0,15.0,10.0,1980.0,19.966666666666665
2493,1980-10-29,GR000016716,"HELLINIKON, GR",1980-10-29,0.0,,16.0,21.0,15.0,10.0,1980.0,19.8
2494,1980-10-30,GR000016716,"HELLINIKON, GR",1980-10-30,0.0,,16.0,21.0,12.0,10.0,1980.0,19.666666666666668
2495,1980-10-31,GR000016716,"HELLINIKON, GR",1980-10-31,0.0,,17.0,22.0,13.0,10.0,1980.0,19.6
2496,1980-11-01,GR000016716,"HELLINIKON, GR",1980-11-01,0.0,,18.0,19.0,17.0,11.0,1980.0,19.666666666666668
2497,1980-11-02,GR000016716,"HELLINIKON, GR",1980-11-02,0.0,,17.0,20.0,15.0,11.0,1980.0,19.633333333333333
2498,1980-11-03,GR000016716,"HELLINIKON, GR",1980-11-03,0.0,,20.0,23.0,18.0,11.0,1980.0,19.666666666666668
2499,1980-11-04,GR000016716,"HELLINIKON, GR",1980-11-04,0.0,,19.0,23.0,18.0,11.0,1980.0,19.666666666666668
2500,1980-11-05,GR000016716,"HELLINIKON, GR",1980-11-05,0.0,,18.0,22.0,15.0,11.0,1980.0,19.566666666666666
2501,1980-11-06,GR000016716,"HELLINIKON, GR",1980-11-06,0.0,,18.0,21.0,16.0,11.0,1980.0,19.466666666666665
2502,1980-11-07,GR000016716,"HELLINIKON, GR",1980-11-07,0.0,,18.0,23.0,16.0,11.0,1980.0,19.366666666666667
2503,1980-11-08,GR000016716,"HELLINIKON, GR",1980-11-08,0.0,,18.0,23.0,15.0,11.0,1980.0,19.233333333333334
2504,1980-11-09,GR000016716,"HELLINIKON, GR",1980-11-09,0.0,,17.0,20.0,13.0,11.0,1980.0,19.033333333333335
2505,1980-11-10,GR000016716,"HELLINIKON, GR",1980-11-10,17.0,,19.0,23.0,17.0,11.0,1980.0,18.966666666666665
2506,1980-11-11,GR000016716,"HELLINIKON, GR",1980-11-11,0.0,,19.0,22.0,18.0,11.0,1980.0,18.9
2507,1980-11-12,GR000016716,"HELLINIKON, GR",1980-11-12,0.0,,17.0,22.0,14.0,11.0,1980.0,18.7
2508,1980-11-13,GR000016716,"HELLINIKON, GR",1980-11-13,0.0,,18.0,21.0,17.0,11.0,1980.0,18.6
2509,1980-11-14,GR000016716,"HELLINIKON, GR",1980-11-14,0.0,,19.0,23.0,17.0,11.0,1980.0,18.533333333333335
2510,1980-11-15,GR000016716,"HELLINIKON, GR",1980-11-15,0.0,,19.0,22.0,18.0,11.0,1980.0,18.533333333333335
2511,1980-11-16,GR000016716,"HELLINIKON, GR",1980-11-16,0.0,,19.0,23.0,17.0,11.0,1980.0,18.466666666666665
2512,1980-11-17,GR000016716,"HELLINIKON, GR",1980-11-17,0.0,,17.0,22.0,12.0,11.0,1980.0,18.266666666666666
2513,1980-11-18,GR000016716,"HELLINIKON, GR",1980-11-18,0.0,,16.0,22.0,13.0,11.0,1980.0,18.033333333333335
2514,1980-11-19,GR000016716,"HELLINIKON, GR",1980-11-19,0.0,,16.0,19.0,13.0,11.0,1980.0,17.9
2515,1980-11-20,GR000016716,"HELLINIKON, GR",1980-11-20,0.0,,13.0,17.0,12.0,11.0,1980.0,17.733333333333334
2516,1980-11-21,GR000016716,"HELLINIKON, GR",1980-11-21,0.0,,10.0,14.0,8.0,11.0,1980.0,17.5
2517,1980-11-22,GR000016716,"HELLINIKON, GR",1980-11-22,0.0,,11.0,16.0,6.0,11.0,1980.0,17.266666666666666
2518,1980-11-23,GR000016716,"HELLINIKON, GR",1980-11-23,0.0,,12.0,18.0,8.0,11.0,1980.0,17.066666666666666
2519,1980-11-24,GR000016716,"HELLINIKON, GR",1980-11-24,0.0,,13.0,20.0,8.0,11.0,1980.0,16.866666666666667
2520,1980-11-25,GR000016716,"HELLINIKON, GR",1980-11-25,0.0,,14.0,21.0,9.0,11.0,1980.0,16.633333333333333
