,index,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG_x,TMAX,TMIN,MONTH,YEAR,30YAVG,MM_DD,MM,DAY,TAVG_y,
1679,8619,07-08-78,GR000016716,"HELLINIKON, GR",07-08-78,0,,28,33,23,8,1978,26.9,08-Jul,Aug,7,27.57692308,TRUE
1680,8620,08-08-78,GR000016716,"HELLINIKON, GR",08-08-78,0,,27,32,22,8,1978,26.9,08-Aug,Aug,8,27.5,FALSE
1681,8621,09-08-78,GR000016716,"HELLINIKON, GR",09-08-78,0,,29,33,24,8,1978,27,08-Sep,Aug,9,27.65384615,TRUE
1682,8622,10-08-78,GR000016716,"HELLINIKON, GR",10-08-78,0,,27,32,24,8,1978,26.9,08-Oct,Aug,10,27.53846154,FALSE
1683,8623,11-08-78,GR000016716,"HELLINIKON, GR",11-08-78,0,,27,32,23,8,1978,26.8,08-Nov,Aug,11,27.65384615,FALSE
1684,8624,12-08-78,GR000016716,"HELLINIKON, GR",12-08-78,1,,24,31,23,8,1978,26.5,08-Dec,Aug,12,27.84615385,FALSE
1685,8625,13-08-78,GR000016716,"HELLINIKON, GR",13-08-78,0,,24,29,21,8,1978,26.3,Aug-13,Aug,13,27.26923077,FALSE
1686,8626,14-08-78,GR000016716,"HELLINIKON, GR",14-08-78,0,,24,28,19,8,1978,26.1,Aug-14,Aug,14,27.23076923,FALSE
1687,8627,15-08-78,GR000016716,"HELLINIKON, GR",15-08-78,0,,24,29,21,8,1978,26,Aug-15,Aug,15,26.80769231,FALSE
1688,8628,16-08-78,GR000016716,"HELLINIKON, GR",16-08-78,0,,24,29,20,8,1978,25.9,Aug-16,Aug,16,27.23076923,FALSE
1689,8629,17-08-78,GR000016716,"HELLINIKON, GR",17-08-78,0,,25,29,22,8,1978,25.8,Aug-17,Aug,17,26.92307692,FALSE
1690,8630,18-08-78,GR000016716,"HELLINIKON, GR",18-08-78,0,,26,31,20,8,1978,25.8,Aug-18,Aug,18,26.88461538,FALSE
1691,8631,19-08-78,GR000016716,"HELLINIKON, GR",19-08-78,0,,26,31,22,8,1978,25.7,Aug-19,Aug,19,26.92307692,FALSE
1692,8632,20-08-78,GR000016716,"HELLINIKON, GR",20-08-78,0,,26,31,21,8,1978,25.6,Aug-20,Aug,20,27.11538462,FALSE
1693,8633,21-08-78,GR000016716,"HELLINIKON, GR",21-08-78,0,,24,28,21,8,1978,25.5,Aug-21,Aug,21,26.69230769,FALSE
1694,8634,22-08-78,GR000016716,"HELLINIKON, GR",22-08-78,0,,24,29,19,8,1978,25.5,Aug-22,Aug,22,26.73076923,FALSE
1695,8635,23-08-78,GR000016716,"HELLINIKON, GR",23-08-78,0,,26,31,21,8,1978,25.6,Aug-23,Aug,23,26.65384615,FALSE
1696,8636,24-08-78,GR000016716,"HELLINIKON, GR",24-08-78,0,,27,32,23,8,1978,25.7,Aug-24,Aug,24,26.26923077,TRUE
1697,8637,25-08-78,GR000016716,"HELLINIKON, GR",25-08-78,0,,27,32,22,8,1978,25.7,Aug-25,Aug,25,26.07692308,TRUE
1698,8638,26-08-78,GR000016716,"HELLINIKON, GR",26-08-78,0,,26,31,20,8,1978,25.7,Aug-26,Aug,26,26.30769231,FALSE
1699,8639,27-08-78,GR000016716,"HELLINIKON, GR",27-08-78,0,,25,29,20,8,1978,25.6,Aug-27,Aug,27,26.03846154,FALSE
1700,8640,28-08-78,GR000016716,"HELLINIKON, GR",28-08-78,0,,26,30,21,8,1978,25.7,Aug-28,Aug,28,25.88461538,TRUE
1701,8641,29-08-78,GR000016716,"HELLINIKON, GR",29-08-78,0,,26,32,21,8,1978,25.7,Aug-29,Aug,29,26,FALSE
1702,8642,30-08-78,GR000016716,"HELLINIKON, GR",30-08-78,0,,26,31,23,8,1978,25.7,Aug-30,Aug,30,25.69230769,TRUE
1703,8643,31-08-78,GR000016716,"HELLINIKON, GR",31-08-78,0,,25,28,22,8,1978,25.7,Aug-31,Aug,31,25.23076923,FALSE
1704,8644,01-09-78,GR000016716,"HELLINIKON, GR",01-09-78,0,,26,28,23,9,1978,25.7,09-Jan,Sep,1,25.34615385,TRUE
1705,8645,02-09-78,GR000016716,"HELLINIKON, GR",02-09-78,0,,23,26,18,9,1978,25.6,09-Feb,Sep,2,25.30769231,FALSE
1706,8646,03-09-78,GR000016716,"HELLINIKON, GR",03-09-78,0,,24,27,21,9,1978,25.6,09-Mar,Sep,3,25.5,FALSE
1707,8647,04-09-78,GR000016716,"HELLINIKON, GR",04-09-78,0,,24,27,21,9,1978,25.6,09-Apr,Sep,4,25.11538462,FALSE
1708,8648,05-09-78,GR000016716,"HELLINIKON, GR",05-09-78,0,,24,28,19,9,1978,25.5,09-May,Sep,5,25,FALSE
1709,8649,06-09-78,GR000016716,"HELLINIKON, GR",06-09-78,0,,24,28,22,9,1978,25.3,09-Jun,Sep,6,24.57692308,FALSE
1710,8650,07-09-78,GR000016716,"HELLINIKON, GR",07-09-78,0,,26,29,23,9,1978,25.3,09-Jul,Sep,7,24.23076923,TRUE
1711,8651,08-09-78,GR000016716,"HELLINIKON, GR",08-09-78,0,,24,29,22,9,1978,25.1,09-Aug,Sep,8,23.96153846,TRUE
1712,8652,09-09-78,GR000016716,"HELLINIKON, GR",09-09-78,16,,22,27,19,9,1978,25,09-Sep,Sep,9,24.26923077,FALSE
1713,8653,10-09-78,GR000016716,"HELLINIKON, GR",10-09-78,0,,22,26,18,9,1978,24.8,09-Oct,Sep,10,24.42307692,FALSE
1714,8654,11-09-78,GR000016716,"HELLINIKON, GR",11-09-78,0,,22,26,18,9,1978,24.7,09-Nov,Sep,11,23.96153846,FALSE
1715,8655,12-09-78,GR000016716,"HELLINIKON, GR",12-09-78,0,,23,27,20,9,1978,24.7,09-Dec,Sep,12,24.23076923,FALSE
1716,8656,13-09-78,GR000016716,"HELLINIKON, GR",13-09-78,40,,21,26,17,9,1978,24.6,Sep-13,Sep,13,24.26923077,FALSE
1717,8657,14-09-78,GR000016716,"HELLINIKON, GR",14-09-78,6,,22,24,17,9,1978,24.5,Sep-14,Sep,14,24.34615385,FALSE
1718,8658,15-09-78,GR000016716,"HELLINIKON, GR",15-09-78,0,,21,22,18,9,1978,24.4,Sep-15,Sep,15,24.53846154,FALSE
1719,8659,16-09-78,GR000016716,"HELLINIKON, GR",16-09-78,0,,21,26,17,9,1978,24.3,Sep-16,Sep,16,24.30769231,FALSE
1720,8660,17-09-78,GR000016716,"HELLINIKON, GR",17-09-78,0,,22,26,19,9,1978,24.2,Sep-17,Sep,17,23.69230769,FALSE
1721,8661,18-09-78,GR000016716,"HELLINIKON, GR",18-09-78,0,,21,26,17,9,1978,24,Sep-18,Sep,18,23.69230769,FALSE
1722,8662,19-09-78,GR000016716,"HELLINIKON, GR",19-09-78,0,,21,25,14,9,1978,23.8,Sep-19,Sep,19,23.53846154,FALSE
1723,8663,20-09-78,GR000016716,"HELLINIKON, GR",20-09-78,0,,22,25,17,9,1978,23.8,Sep-20,Sep,20,23.19230769,FALSE
1724,8664,21-09-78,GR000016716,"HELLINIKON, GR",21-09-78,0,,21,26,17,9,1978,23.7,Sep-21,Sep,21,22.73076923,FALSE
1725,8665,22-09-78,GR000016716,"HELLINIKON, GR",22-09-78,7,,17,20,14,9,1978,23.4,Sep-22,Sep,22,22.69230769,FALSE
1726,8666,23-09-78,GR000016716,"HELLINIKON, GR",23-09-78,0,,18,23,13,9,1978,23.1,Sep-23,Sep,23,22.80769231,FALSE
1727,8667,24-09-78,GR000016716,"HELLINIKON, GR",24-09-78,0,,19,24,13,9,1978,22.8,Sep-24,Sep,24,22.92307692,FALSE
1728,8668,25-09-78,GR000016716,"HELLINIKON, GR",25-09-78,0,,22,26,16,9,1978,22.7,Sep-25,Sep,25,23.03846154,FALSE
1729,8669,26-09-78,GR000016716,"HELLINIKON, GR",26-09-78,0,,21,27,17,9,1978,22.5,Sep-26,Sep,26,22.57692308,FALSE
1730,8670,27-09-78,GR000016716,"HELLINIKON, GR",27-09-78,0,,21,24,16,9,1978,22.4,Sep-27,Sep,27,22.46153846,FALSE
1731,8671,28-09-78,GR000016716,"HELLINIKON, GR",28-09-78,0,,22,25,19,9,1978,22.2,Sep-28,Sep,28,22.53846154,FALSE
1732,8672,29-09-78,GR000016716,"HELLINIKON, GR",29-09-78,0,,21,24,21,9,1978,22.1,Sep-29,Sep,29,22.23076923,FALSE
1733,8673,30-09-78,GR000016716,"HELLINIKON, GR",30-09-78,0,,20,24,16,9,1978,21.9,Sep-30,Sep,30,22.07692308,FALSE
1734,8674,01-10-78,GR000016716,"HELLINIKON, GR",01-10-78,0,,20,24,16,10,1978,21.7,10-Jan,Oct,1,21.88461538,FALSE
1735,8675,02-10-78,GR000016716,"HELLINIKON, GR",02-10-78,0,,21,24,18,10,1978,21.6,10-Feb,Oct,2,21.07692308,FALSE
1736,8676,03-10-78,GR000016716,"HELLINIKON, GR",03-10-78,0,,22,27,18,10,1978,21.6,10-Mar,Oct,3,21.11538462,TRUE
1737,8677,04-10-78,GR000016716,"HELLINIKON, GR",04-10-78,0,,21,25,17,10,1978,21.5,10-Apr,Oct,4,20.61538462,TRUE
1738,8678,05-10-78,GR000016716,"HELLINIKON, GR",05-10-78,0,,22,27,17,10,1978,21.4,10-May,Oct,5,20.5,TRUE
1739,8679,06-10-78,GR000016716,"HELLINIKON, GR",06-10-78,0,,21,26,17,10,1978,21.3,10-Jun,Oct,6,20.69230769,TRUE
1740,8680,07-10-78,GR000016716,"HELLINIKON, GR",07-10-78,0,,21,25,18,10,1978,21.1,10-Jul,Oct,7,20.92307692,TRUE
1741,8681,08-10-78,GR000016716,"HELLINIKON, GR",08-10-78,0,,19,23,17,10,1978,21,10-Aug,Oct,8,21.07692308,FALSE
1742,8682,09-10-78,GR000016716,"HELLINIKON, GR",09-10-78,0,,19,23,17,10,1978,20.9,10-Sep,Oct,9,21.19230769,FALSE
1743,8683,10-10-78,GR000016716,"HELLINIKON, GR",10-10-78,0,,20,24,18,10,1978,20.8,10-Oct,Oct,10,21,FALSE
1744,8684,11-10-78,GR000016716,"HELLINIKON, GR",11-10-78,0,,20,24,18,10,1978,20.7,10-Nov,Oct,11,20.65384615,FALSE
1745,8685,12-10-78,GR000016716,"HELLINIKON, GR",12-10-78,0,,21,24,17,10,1978,20.7,10-Dec,Oct,12,20.73076923,TRUE
1746,8686,13-10-78,GR000016716,"HELLINIKON, GR",13-10-78,0,,19,23,18,10,1978,20.6,Oct-13,Oct,13,20.38461538,FALSE
1747,8687,14-10-78,GR000016716,"HELLINIKON, GR",14-10-78,0,,18,22,17,10,1978,20.5,Oct-14,Oct,14,19.42307692,FALSE
1748,8688,15-10-78,GR000016716,"HELLINIKON, GR",15-10-78,0,,18,22,16,10,1978,20.4,Oct-15,Oct,15,19.65384615,FALSE
1749,8689,16-10-78,GR000016716,"HELLINIKON, GR",16-10-78,0,,17,23,12,10,1978,20.2,Oct-16,Oct,16,19,FALSE
1750,8690,17-10-78,GR000016716,"HELLINIKON, GR",17-10-78,0,,17,19,17,10,1978,20.1,Oct-17,Oct,17,18.73076923,FALSE
1751,8691,18-10-78,GR000016716,"HELLINIKON, GR",18-10-78,16,,18,22,15,10,1978,20,Oct-18,Oct,18,18.61538462,FALSE
1752,8692,19-10-78,GR000016716,"HELLINIKON, GR",19-10-78,1,,19,23,16,10,1978,19.9,Oct-19,Oct,19,18.84615385,TRUE
1753,8693,20-10-78,GR000016716,"HELLINIKON, GR",20-10-78,0,,19,23,14,10,1978,19.8,Oct-20,Oct,20,18.65384615,TRUE
1754,8694,21-10-78,GR000016716,"HELLINIKON, GR",21-10-78,0,,19,22,17,10,1978,19.7,Oct-21,Oct,21,18.42307692,TRUE
1755,8695,22-10-78,GR000016716,"HELLINIKON, GR",22-10-78,2,,16,21,14,10,1978,19.7,Oct-22,Oct,22,18.34615385,FALSE
1756,8696,23-10-78,GR000016716,"HELLINIKON, GR",23-10-78,0,,15,18,13,10,1978,19.6,Oct-23,Oct,23,17.88461538,FALSE
1757,8697,24-10-78,GR000016716,"HELLINIKON, GR",24-10-78,0,,15,18,12,10,1978,19.5,Oct-24,Oct,24,17.57692308,FALSE
1758,8698,25-10-78,GR000016716,"HELLINIKON, GR",25-10-78,0,,16,18,13,10,1978,19.3,Oct-25,Oct,25,17.15384615,FALSE
1759,8699,26-10-78,GR000016716,"HELLINIKON, GR",26-10-78,0,,15,20,11,10,1978,19.1,Oct-26,Oct,26,16.5,FALSE
1760,8700,27-10-78,GR000016716,"HELLINIKON, GR",27-10-78,0,,16,19,12,10,1978,18.9,Oct-27,Oct,27,16.38461538,FALSE
1761,8701,28-10-78,GR000016716,"HELLINIKON, GR",28-10-78,81,,12,17,7,10,1978,18.6,Oct-28,Oct,28,16.23076923,FALSE
1762,8702,29-10-78,GR000016716,"HELLINIKON, GR",29-10-78,0,,11,13,8,10,1978,18.2,Oct-29,Oct,29,16.34615385,FALSE
1763,8703,30-10-78,GR000016716,"HELLINIKON, GR",30-10-78,0,,12,15,10,10,1978,18,Oct-30,Oct,30,16.65384615,FALSE
1764,8704,31-10-78,GR000016716,"HELLINIKON, GR",31-10-78,0,,13,15,9,10,1978,17.7,Oct-31,Oct,31,16.34615385,FALSE
1765,8705,01-11-78,GR000016716,"HELLINIKON, GR",01-11-78,0,,15,19,12,11,1978,17.5,11-Jan,Nov,1,16.19230769,FALSE
1766,8706,02-11-78,GR000016716,"HELLINIKON, GR",02-11-78,0,,14,18,13,11,1978,17.3,11-Feb,Nov,2,16.07692308,FALSE
1767,8707,03-11-78,GR000016716,"HELLINIKON, GR",03-11-78,0,,13,14,12,11,1978,17,11-Mar,Nov,3,16.23076923,FALSE
1768,8708,04-11-78,GR000016716,"HELLINIKON, GR",04-11-78,0,,13,15,11,11,1978,16.7,11-Apr,Nov,4,16.11538462,FALSE
1769,8709,05-11-78,GR000016716,"HELLINIKON, GR",05-11-78,0,,13,15,12,11,1978,16.4,11-May,Nov,5,16.11538462,FALSE
1770,8710,06-11-78,GR000016716,"HELLINIKON, GR",06-11-78,0,,12,15,12,11,1978,16.1,11-Jun,Nov,6,15.61538462,FALSE
1771,8711,07-11-78,GR000016716,"HELLINIKON, GR",07-11-78,0,,13,16,10,11,1978,15.9,11-Jul,Nov,7,15.57692308,FALSE
1772,8712,08-11-78,GR000016716,"HELLINIKON, GR",08-11-78,0,,13,14,12,11,1978,15.7,11-Aug,Nov,8,15.23076923,FALSE
1773,8713,09-11-78,GR000016716,"HELLINIKON, GR",09-11-78,0,,12,16,12,11,1978,15.5,11-Sep,Nov,9,14.73076923,FALSE
1774,8714,10-11-78,GR000016716,"HELLINIKON, GR",10-11-78,0,,12,17,8,11,1978,15.2,11-Oct,Nov,10,14.65384615,FALSE
1775,8715,11-11-78,GR000016716,"HELLINIKON, GR",11-11-78,0,,12,16,8,11,1978,14.9,11-Nov,Nov,11,14.30769231,FALSE
1776,8716,12-11-78,GR000016716,"HELLINIKON, GR",12-11-78,0,,12,16,8,11,1978,14.7,11-Dec,Nov,12,14.23076923,FALSE
1777,8717,13-11-78,GR000016716,"HELLINIKON, GR",13-11-78,0,,12,16,9,11,1978,14.5,Nov-13,Nov,13,14.26923077,FALSE
1778,8718,14-11-78,GR000016716,"HELLINIKON, GR",14-11-78,0,,13,14,11,11,1978,14.3,Nov-14,Nov,14,14.57692308,FALSE
1779,8719,15-11-78,GR000016716,"HELLINIKON, GR",15-11-78,0,,13,16,11,11,1978,14.2,Nov-15,Nov,15,15,FALSE
1780,8720,16-11-78,GR000016716,"HELLINIKON, GR",16-11-78,0,,12,17,7,11,1978,14,Nov-16,Nov,16,15.26923077,FALSE
1781,8721,17-11-78,GR000016716,"HELLINIKON, GR",17-11-78,0,,12,18,5,11,1978,13.8,Nov-17,Nov,17,15.15384615,FALSE
1782,8722,18-11-78,GR000016716,"HELLINIKON, GR",18-11-78,0,,13,16,11,11,1978,13.6,Nov-18,Nov,18,14.69230769,FALSE
1783,8723,19-11-78,GR000016716,"HELLINIKON, GR",19-11-78,0,,12,16,11,11,1978,13.4,Nov-19,Nov,19,14.15384615,FALSE
1784,8724,20-11-78,GR000016716,"HELLINIKON, GR",20-11-78,0,,11,16,7,11,1978,13.1,Nov-20,Nov,20,13.96153846,FALSE
1785,8725,21-11-78,GR000016716,"HELLINIKON, GR",21-11-78,0,,12,17,7,11,1978,13,Nov-21,Nov,21,14.26923077,FALSE
1786,8726,22-11-78,GR000016716,"HELLINIKON, GR",22-11-78,0,,11,17,6,11,1978,12.8,Nov-22,Nov,22,14.42307692,FALSE
1787,8727,23-11-78,GR000016716,"HELLINIKON, GR",23-11-78,0,,11,15,7,11,1978,12.7,Nov-23,Nov,23,14.38461538,FALSE
1788,8728,24-11-78,GR000016716,"HELLINIKON, GR",24-11-78,0,,11,16,8,11,1978,12.5,Nov-24,Nov,24,13.57692308,FALSE
1789,8729,25-11-78,GR000016716,"HELLINIKON, GR",25-11-78,0,,11,17,7,11,1978,12.4,Nov-25,Nov,25,13.15384615,FALSE
1790,8730,26-11-78,GR000016716,"HELLINIKON, GR",26-11-78,0,,13,17,8,11,1978,12.3,Nov-26,Nov,26,13.53846154,FALSE
1791,8731,27-11-78,GR000016716,"HELLINIKON, GR",27-11-78,8,,16,17,14,11,1978,12.4,Nov-27,Nov,27,13.07692308,TRUE
1792,8732,28-11-78,GR000016716,"HELLINIKON, GR",28-11-78,23,,14,17,11,11,1978,12.5,Nov-28,Nov,28,13.03846154,TRUE
1793,8733,29-11-78,GR000016716,"HELLINIKON, GR",29-11-78,19,,13,17,12,11,1978,12.6,Nov-29,Nov,29,13.03846154,FALSE
1794,8734,30-11-78,GR000016716,"HELLINIKON, GR",30-11-78,2,,12,14,11,11,1978,12.5,Nov-30,Nov,30,12.53846154,FALSE
1795,8735,01-12-78,GR000016716,"HELLINIKON, GR",01-12-78,0,,13,16,12,12,1978,12.5,12-Jan,Dec,1,12.30769231,TRUE
1796,8736,02-12-78,GR000016716,"HELLINIKON, GR",02-12-78,0,,12,16,7,12,1978,12.4,12-Feb,Dec,2,12.46153846,FALSE
1797,8737,03-12-78,GR000016716,"HELLINIKON, GR",03-12-78,0,,10,13,9,12,1978,12.3,12-Mar,Dec,3,12.19230769,FALSE
1798,8738,04-12-78,GR000016716,"HELLINIKON, GR",04-12-78,0,,11,14,7,12,1978,12.2,12-Apr,Dec,4,11.96153846,FALSE
1799,8739,05-12-78,GR000016716,"HELLINIKON, GR",05-12-78,1,,15,17,9,12,1978,12.3,12-May,Dec,5,12.30769231,TRUE
1800,8740,06-12-78,GR000016716,"HELLINIKON, GR",06-12-78,15,,9,16,7,12,1978,12.2,12-Jun,Dec,6,12.61538462,FALSE
1801,8741,07-12-78,GR000016716,"HELLINIKON, GR",07-12-78,0,,8,8,7,12,1978,12,12-Jul,Dec,7,12.15384615,FALSE
1802,8742,08-12-78,GR000016716,"HELLINIKON, GR",08-12-78,0,,9,12,6,12,1978,11.9,12-Aug,Dec,8,11.92307692,FALSE
1803,8743,09-12-78,GR000016716,"HELLINIKON, GR",09-12-78,0,,10,13,7,12,1978,11.8,12-Sep,Dec,9,11.46153846,FALSE
1804,8744,10-12-78,GR000016716,"HELLINIKON, GR",10-12-78,17,,10,13,9,12,1978,11.8,12-Oct,Dec,10,11.07692308,FALSE
1805,8745,11-12-78,GR000016716,"HELLINIKON, GR",11-12-78,0,,11,15,7,12,1978,11.7,12-Nov,Dec,11,11.53846154,FALSE
1806,8746,12-12-78,GR000016716,"HELLINIKON, GR",12-12-78,0,,12,16,7,12,1978,11.7,12-Dec,Dec,12,11.30769231,TRUE
1807,8747,13-12-78,GR000016716,"HELLINIKON, GR",13-12-78,0,,14,17,12,12,1978,11.8,Dec-13,Dec,13,11.03846154,TRUE
1808,8748,14-12-78,GR000016716,"HELLINIKON, GR",14-12-78,0,,16,19,10,12,1978,11.9,Dec-14,Dec,14,11.38461538,TRUE
1809,8749,15-12-78,GR000016716,"HELLINIKON, GR",15-12-78,0,,16,19,14,12,1978,12,Dec-15,Dec,15,11.73076923,TRUE
1810,8750,16-12-78,GR000016716,"HELLINIKON, GR",16-12-78,0,,14,18,11,12,1978,12.1,Dec-16,Dec,16,11.46153846,TRUE
1811,8751,17-12-78,GR000016716,"HELLINIKON, GR",17-12-78,0,,15,19,11,12,1978,12.2,Dec-17,Dec,17,11.15384615,TRUE
1812,8752,18-12-78,GR000016716,"HELLINIKON, GR",18-12-78,0,,16,19,12,12,1978,12.3,Dec-18,Dec,18,11.30769231,TRUE
1813,8753,19-12-78,GR000016716,"HELLINIKON, GR",19-12-78,0,,16,19,14,12,1978,12.4,Dec-19,Dec,19,11.53846154,TRUE
1814,8754,20-12-78,GR000016716,"HELLINIKON, GR",20-12-78,0,,15,18,13,12,1978,12.5,Dec-20,Dec,20,11.76923077,TRUE
1815,8755,21-12-78,GR000016716,"HELLINIKON, GR",21-12-78,0,,14,17,11,12,1978,12.6,Dec-21,Dec,21,11.84615385,TRUE
1816,8756,22-12-78,GR000016716,"HELLINIKON, GR",22-12-78,0,,14,17,13,12,1978,12.7,Dec-22,Dec,22,11.34615385,TRUE
1817,8757,23-12-78,GR000016716,"HELLINIKON, GR",23-12-78,0,,14,16,12,12,1978,12.8,Dec-23,Dec,23,11.15384615,TRUE
1818,8758,24-12-78,GR000016716,"HELLINIKON, GR",24-12-78,37,,11,15,9,12,1978,12.8,Dec-24,Dec,24,10.57692308,TRUE
1819,8759,25-12-78,GR000016716,"HELLINIKON, GR",25-12-78,0,,11,16,7,12,1978,12.8,Dec-25,Dec,25,10.46153846,TRUE
1820,8760,26-12-78,GR000016716,"HELLINIKON, GR",26-12-78,0,,13,16,8,12,1978,12.8,Dec-26,Dec,26,10,TRUE
1821,8761,27-12-78,GR000016716,"HELLINIKON, GR",27-12-78,4,,12,15,11,12,1978,12.7,Dec-27,Dec,27,9.807692308,TRUE
1822,8762,28-12-78,GR000016716,"HELLINIKON, GR",28-12-78,0,,14,18,9,12,1978,12.7,Dec-28,Dec,28,10.23076923,TRUE
1823,8763,29-12-78,GR000016716,"HELLINIKON, GR",29-12-78,0,,14,19,11,12,1978,12.7,Dec-29,Dec,29,10.73076923,TRUE
1824,8764,30-12-78,GR000016716,"HELLINIKON, GR",30-12-78,0,,15,18,12,12,1978,12.8,Dec-30,Dec,30,11.34615385,TRUE
1825,8765,31-12-78,GR000016716,"HELLINIKON, GR",31-12-78,0,,14,18,12,12,1978,12.8,Dec-31,Dec,31,10.96153846,TRUE
1826,8766,01-01-79,GR000016716,"HELLINIKON, GR",01-01-79,0,,17,21,13,1,1979,13,01-Jan,Jan,1,10.42307692,TRUE
1827,8767,02-01-79,GR000016716,"HELLINIKON, GR",02-01-79,0,,14,18,12,1,1979,13.1,01-Feb,Jan,2,10.61538462,TRUE
1828,8768,03-01-79,GR000016716,"HELLINIKON, GR",03-01-79,0,,4,13,0,1,1979,12.9,01-Mar,Jan,3,10.19230769,FALSE
1829,8769,04-01-79,GR000016716,"HELLINIKON, GR",04-01-79,0,,4,8,-2,1,1979,12.5,01-Apr,Jan,4,9.615384615,FALSE
1830,8770,05-01-79,GR000016716,"HELLINIKON, GR",05-01-79,0,,16,20,8,1,1979,12.8,01-May,Jan,5,9.961538462,TRUE
1831,8771,06-01-79,GR000016716,"HELLINIKON, GR",06-01-79,0,,13,16,13,1,1979,12.9,01-Jun,Jan,6,9.730769231,TRUE
1832,8772,07-01-79,GR000016716,"HELLINIKON, GR",07-01-79,2,,8,13,6,1,1979,12.9,01-Jul,Jan,7,10.11538462,FALSE
1833,8773,08-01-79,GR000016716,"HELLINIKON, GR",08-01-79,0,,4,7,3,1,1979,12.7,01-Aug,Jan,8,9.769230769,FALSE
1834,8774,09-01-79,GR000016716,"HELLINIKON, GR",09-01-79,0,,5,12,-1,1,1979,12.5,01-Sep,Jan,9,9.115384615,FALSE
1835,8775,10-01-79,GR000016716,"HELLINIKON, GR",10-01-79,2,,9,12,4,1,1979,12.5,01-Oct,Jan,10,9.692307692,FALSE
1836,8776,11-01-79,GR000016716,"HELLINIKON, GR",11-01-79,4,,14,17,10,1,1979,12.5,01-Nov,Jan,11,10.23076923,TRUE
1837,8777,12-01-79,GR000016716,"HELLINIKON, GR",12-01-79,1,,14,17,13,1,1979,12.5,01-Dec,Jan,12,10.73076923,TRUE
1838,8778,13-01-79,GR000016716,"HELLINIKON, GR",13-01-79,2,,11,15,9,1,1979,12.4,Jan-13,Jan,13,10.38461538,TRUE
1839,8779,14-01-79,GR000016716,"HELLINIKON, GR",14-01-79,2,,7,11,6,1,1979,12.1,Jan-14,Jan,14,9.653846154,FALSE
1840,8780,15-01-79,GR000016716,"HELLINIKON, GR",15-01-79,0,,6,9,2,1,1979,11.8,Jan-15,Jan,15,9.653846154,FALSE
1841,8781,16-01-79,GR000016716,"HELLINIKON, GR",16-01-79,0,,6,10,4,1,1979,11.5,Jan-16,Jan,16,9.423076923,FALSE
1842,8782,17-01-79,GR000016716,"HELLINIKON, GR",17-01-79,0,,6,9,4,1,1979,11.2,Jan-17,Jan,17,8.769230769,FALSE
1843,8783,18-01-79,GR000016716,"HELLINIKON, GR",18-01-79,0,,8,12,4,1,1979,10.9,Jan-18,Jan,18,8.692307692,FALSE
1844,8784,19-01-79,GR000016716,"HELLINIKON, GR",19-01-79,0,,7,12,2,1,1979,10.6,Jan-19,Jan,19,9.076923077,FALSE
1845,8785,20-01-79,GR000016716,"HELLINIKON, GR",20-01-79,0,,8,12,4,1,1979,10.4,Jan-20,Jan,20,9.461538462,FALSE
1846,8786,21-01-79,GR000016716,"HELLINIKON, GR",21-01-79,0,,8,11,4,1,1979,10.2,Jan-21,Jan,21,9.5,FALSE
1847,8787,22-01-79,GR000016716,"HELLINIKON, GR",22-01-79,0,,9,11,7,1,1979,10.1,Jan-22,Jan,22,9.192307692,FALSE
1848,8788,23-01-79,GR000016716,"HELLINIKON, GR",23-01-79,0,,9,12,7,1,1979,10,Jan-23,Jan,23,9.769230769,FALSE
1849,8789,24-01-79,GR000016716,"HELLINIKON, GR",24-01-79,1,,12,14,9,1,1979,10,Jan-24,Jan,24,10.07692308,TRUE
1850,8790,25-01-79,GR000016716,"HELLINIKON, GR",25-01-79,0,,14,17,12,1,1979,10.1,Jan-25,Jan,25,10.26923077,TRUE
1851,8791,26-01-79,GR000016716,"HELLINIKON, GR",26-01-79,5,,15,18,13,1,1979,10.2,Jan-26,Jan,26,10.46153846,TRUE
1852,8792,27-01-79,GR000016716,"HELLINIKON, GR",27-01-79,0,,14,18,12,1,1979,10.2,Jan-27,Jan,27,10.65384615,TRUE
1853,8793,28-01-79,GR000016716,"HELLINIKON, GR",28-01-79,0,,13,17,9,1,1979,10.1,Jan-28,Jan,28,10.23076923,TRUE
1854,8794,29-01-79,GR000016716,"HELLINIKON, GR",29-01-79,0,,16,18,12,1,1979,10.2,Jan-29,Jan,29,9.961538462,TRUE
1855,8795,30-01-79,GR000016716,"HELLINIKON, GR",30-01-79,0,,15,17,14,1,1979,10.2,Jan-30,Jan,30,9.923076923,TRUE
1856,8796,31-01-79,GR000016716,"HELLINIKON, GR",31-01-79,0,,13,17,9,1,1979,10.1,Jan-31,Jan,31,9.346153846,TRUE
1857,8797,01-02-79,GR000016716,"HELLINIKON, GR",01-02-79,1,,11,14,9,2,1979,10,02-Jan,Feb,1,9.192307692,TRUE
1858,8798,02-02-79,GR000016716,"HELLINIKON, GR",02-02-79,0,,11,14,6,2,1979,10.2,02-Feb,Feb,2,9.115384615,TRUE
1859,8799,03-02-79,GR000016716,"HELLINIKON, GR",03-02-79,0,,13,16,11,2,1979,10.5,02-Mar,Feb,3,9.461538462,TRUE
