,DATE,STATION,NAME,PRCP,SNWD,TAVG,TMAX,TMIN
20779,2011-11-25,GR000016716,"HELLINIKON, GR",0.0,,12.0,14.0,9.0
20780,2011-11-26,GR000016716,"HELLINIKON, GR",0.0,,10.0,13.0,4.0
20781,2011-11-27,GR000016716,"HELLINIKON, GR",0.0,,10.0,14.0,4.0
20782,2011-11-28,GR000016716,"HELLINIKON, GR",0.0,,11.0,17.0,2.0
20783,2011-11-29,GR000016716,"HELLINIKON, GR",0.0,,14.0,19.0,6.0
20784,2011-11-30,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,5.0
20785,2011-12-01,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,3.0
20786,2011-12-02,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,3.0
20787,2011-12-03,GR000016716,"HELLINIKON, GR",0.0,,13.0,18.0,6.0
20788,2011-12-04,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,7.0
20789,2011-12-05,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,8.0
20790,2011-12-06,GR000016716,"HELLINIKON, GR",0.0,,18.0,21.0,12.0
20791,2011-12-07,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,11.0
20792,2011-12-08,GR000016716,"HELLINIKON, GR",2.3,,13.0,17.0,4.0
20793,2011-12-09,GR000016716,"HELLINIKON, GR",0.0,,11.0,15.0,6.0
20794,2011-12-10,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,4.0
20795,2011-12-11,GR000016716,"HELLINIKON, GR",0.0,,14.0,20.0,8.0
20796,2011-12-12,GR000016716,"HELLINIKON, GR",0.0,,16.0,20.0,10.0
20797,2011-12-13,GR000016716,"HELLINIKON, GR",0.0,,15.0,20.0,9.0
20798,2011-12-14,GR000016716,"HELLINIKON, GR",0.0,,13.0,18.0,7.0
20799,2011-12-15,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,8.0
20800,2011-12-16,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,12.0
20801,2011-12-17,GR000016716,"HELLINIKON, GR",2.0,,18.0,20.0,10.0
20802,2011-12-18,GR000016716,"HELLINIKON, GR",0.5,,14.0,17.0,12.0
20803,2011-12-19,GR000016716,"HELLINIKON, GR",7.4,,15.0,17.0,12.0
20804,2011-12-20,GR000016716,"HELLINIKON, GR",9.9,,13.0,16.0,9.0
20805,2011-12-21,GR000016716,"HELLINIKON, GR",0.0,,13.0,15.0,8.0
20806,2011-12-22,GR000016716,"HELLINIKON, GR",27.9,,12.0,13.0,11.0
20807,2011-12-23,GR000016716,"HELLINIKON, GR",13.2,,8.0,9.0,6.0
20808,2011-12-24,GR000016716,"HELLINIKON, GR",0.0,,9.0,11.0,7.0
20809,2011-12-25,GR000016716,"HELLINIKON, GR",0.0,,8.0,10.0,5.0
20810,2011-12-26,GR000016716,"HELLINIKON, GR",0.0,,9.0,11.0,5.0
20811,2011-12-27,GR000016716,"HELLINIKON, GR",0.0,,9.0,13.0,5.0
20812,2011-12-28,GR000016716,"HELLINIKON, GR",0.0,,9.0,12.0,5.0
20813,2011-12-29,GR000016716,"HELLINIKON, GR",0.0,,8.0,13.0,2.0
20814,2011-12-30,GR000016716,"HELLINIKON, GR",0.0,,12.0,13.0,7.0
20815,2011-12-31,GR000016716,"HELLINIKON, GR",0.0,,11.0,16.0,7.0
20816,2012-01-01,GR000016716,"HELLINIKON, GR",0.0,,10.0,13.0,7.0
20817,2012-01-02,GR000016716,"HELLINIKON, GR",0.0,,9.0,13.0,5.0
20818,2012-01-03,GR000016716,"HELLINIKON, GR",0.0,,9.0,15.0,3.0
20819,2012-01-04,GR000016716,"HELLINIKON, GR",0.0,,11.0,14.0,7.0
20820,2012-01-05,GR000016716,"HELLINIKON, GR",0.0,,11.0,15.0,4.0
20821,2012-01-06,GR000016716,"HELLINIKON, GR",0.0,,15.0,17.0,7.0
20822,2012-01-07,GR000016716,"HELLINIKON, GR",0.8,,10.0,13.0,8.0
20823,2012-01-08,GR000016716,"HELLINIKON, GR",0.0,,8.0,11.0,6.0
20824,2012-01-09,GR000016716,"HELLINIKON, GR",0.0,,8.0,13.0,1.0
20825,2012-01-10,GR000016716,"HELLINIKON, GR",0.0,,7.0,9.0,5.0
20826,2012-01-11,GR000016716,"HELLINIKON, GR",2.8,,4.0,5.0,4.0
20827,2012-01-12,GR000016716,"HELLINIKON, GR",9.9,,8.0,11.0,4.0
20828,2012-01-13,GR000016716,"HELLINIKON, GR",0.0,,8.0,12.0,1.0
20829,2012-01-14,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,5.0
20830,2012-01-15,GR000016716,"HELLINIKON, GR",4.6,,6.0,7.0,5.0
20831,2012-01-16,GR000016716,"HELLINIKON, GR",0.5,,4.0,7.0,1.0
20832,2012-01-17,GR000016716,"HELLINIKON, GR",0.0,,6.0,8.0,0.0
20833,2012-01-18,GR000016716,"HELLINIKON, GR",0.0,,6.0,9.0,-2.0
20834,2012-01-19,GR000016716,"HELLINIKON, GR",0.0,,6.0,9.0,0.0
20835,2012-01-20,GR000016716,"HELLINIKON, GR",0.0,,13.0,15.0,2.0
20836,2012-01-21,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,9.0
20837,2012-01-22,GR000016716,"HELLINIKON, GR",0.3,,10.0,14.0,2.0
20838,2012-01-23,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,5.0
20839,2012-01-24,GR000016716,"HELLINIKON, GR",3.8,,13.0,15.0,8.0
20840,2012-01-25,GR000016716,"HELLINIKON, GR",6.1,,12.0,16.0,7.0
20841,2012-01-26,GR000016716,"HELLINIKON, GR",0.0,,6.0,11.0,3.0
20842,2012-01-27,GR000016716,"HELLINIKON, GR",1.0,,8.0,11.0,2.0
20843,2012-01-28,GR000016716,"HELLINIKON, GR",0.0,,7.0,8.0,6.0
20844,2012-01-29,GR000016716,"HELLINIKON, GR",0.0,,7.0,9.0,5.0
20845,2012-01-30,GR000016716,"HELLINIKON, GR",0.0,,4.0,7.0,2.0
20846,2012-01-31,GR000016716,"HELLINIKON, GR",0.0,,2.0,4.0,1.0
20847,2012-02-01,GR000016716,"HELLINIKON, GR",0.0,,4.0,5.0,1.0
20848,2012-02-02,GR000016716,"HELLINIKON, GR",0.0,,8.0,11.0,3.0
20849,2012-02-03,GR000016716,"HELLINIKON, GR",0.0,,12.0,14.0,8.0
20850,2012-02-04,GR000016716,"HELLINIKON, GR",1.8,,15.0,17.0,8.0
20851,2012-02-05,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,12.0
20852,2012-02-06,GR000016716,"HELLINIKON, GR",0.0,,14.0,16.0,12.0
20853,2012-02-07,GR000016716,"HELLINIKON, GR",19.0,,12.0,13.0,11.0
20854,2012-02-08,GR000016716,"HELLINIKON, GR",5.8,,6.0,8.0,3.0
20855,2012-02-09,GR000016716,"HELLINIKON, GR",0.0,,5.0,6.0,3.0
20856,2012-02-10,GR000016716,"HELLINIKON, GR",0.0,,7.0,7.0,3.0
20857,2012-02-11,GR000016716,"HELLINIKON, GR",0.0,,11.0,13.0,7.0
20858,2012-02-12,GR000016716,"HELLINIKON, GR",1.8,,11.0,13.0,8.0
20859,2012-02-13,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,7.0
20860,2012-02-14,GR000016716,"HELLINIKON, GR",0.0,,10.0,12.0,3.0
20861,2012-02-15,GR000016716,"HELLINIKON, GR",0.8,,9.0,12.0,2.0
20862,2012-02-16,GR000016716,"HELLINIKON, GR",0.0,,9.0,10.0,9.0
20863,2012-02-17,GR000016716,"HELLINIKON, GR",0.8,,6.0,8.0,3.0
20864,2012-02-18,GR000016716,"HELLINIKON, GR",0.0,,8.0,12.0,-2.0
20865,2012-02-19,GR000016716,"HELLINIKON, GR",0.0,,10.0,14.0,3.0
20866,2012-02-20,GR000016716,"HELLINIKON, GR",0.0,,12.0,13.0,6.0
20867,2012-02-21,GR000016716,"HELLINIKON, GR",0.0,,13.0,15.0,5.0
20868,2012-02-22,GR000016716,"HELLINIKON, GR",0.0,,11.0,12.0,9.0
20869,2012-02-23,GR000016716,"HELLINIKON, GR",0.0,,12.0,14.0,9.0
20870,2012-02-24,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,3.0
20871,2012-02-25,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,4.0
20872,2012-02-26,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,7.0
20873,2012-02-27,GR000016716,"HELLINIKON, GR",0.0,,9.0,11.0,8.0
20874,2012-02-28,GR000016716,"HELLINIKON, GR",4.1,,6.0,8.0,3.0
20875,2012-02-29,GR000016716,"HELLINIKON, GR",0.5,,7.0,11.0,1.0
20876,2012-03-01,GR000016716,"HELLINIKON, GR",0.0,,6.0,8.0,4.0
20877,2012-03-02,GR000016716,"HELLINIKON, GR",0.3,,9.0,13.0,-1.0
20878,2012-03-03,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,7.0
20879,2012-03-04,GR000016716,"HELLINIKON, GR",0.0,,13.0,16.0,10.0
20880,2012-03-05,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,8.0
20881,2012-03-06,GR000016716,"HELLINIKON, GR",10.4,,13.0,14.0,7.0
20882,2012-03-07,GR000016716,"HELLINIKON, GR",0.0,,13.0,16.0,8.0
20883,2012-03-08,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,9.0
20884,2012-03-09,GR000016716,"HELLINIKON, GR",0.0,,15.0,19.0,9.0
20885,2012-03-10,GR000016716,"HELLINIKON, GR",0.0,,12.0,15.0,9.0
20886,2012-03-11,GR000016716,"HELLINIKON, GR",0.0,,8.0,10.0,7.0
20887,2012-03-12,GR000016716,"HELLINIKON, GR",1.8,,8.0,11.0,7.0
20888,2012-03-13,GR000016716,"HELLINIKON, GR",0.3,,8.0,9.0,7.0
20889,2012-03-14,GR000016716,"HELLINIKON, GR",0.3,,11.0,14.0,7.0
20890,2012-03-15,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,4.0
20891,2012-03-16,GR000016716,"HELLINIKON, GR",0.0,,11.0,14.0,7.0
20892,2012-03-17,GR000016716,"HELLINIKON, GR",0.0,,13.0,16.0,4.0
20893,2012-03-18,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,7.0
20894,2012-03-19,GR000016716,"HELLINIKON, GR",0.0,,15.0,18.0,7.0
20895,2012-03-20,GR000016716,"HELLINIKON, GR",0.0,,15.0,18.0,9.0
20896,2012-03-21,GR000016716,"HELLINIKON, GR",0.0,,17.0,21.0,9.0
20897,2012-03-22,GR000016716,"HELLINIKON, GR",0.0,,17.0,22.0,7.0
20898,2012-03-23,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,10.0
20899,2012-03-24,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,8.0
20900,2012-03-25,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,11.0
20901,2012-03-26,GR000016716,"HELLINIKON, GR",0.0,,18.0,23.0,8.0
20902,2012-03-27,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,10.0
20903,2012-03-28,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,11.0
20904,2012-03-29,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,8.0
20905,2012-03-30,GR000016716,"HELLINIKON, GR",0.0,,18.0,21.0,12.0
20906,2012-03-31,GR000016716,"HELLINIKON, GR",0.0,,17.0,19.0,8.0
20907,2012-04-01,GR000016716,"HELLINIKON, GR",0.0,,17.0,18.0,10.0
20908,2012-04-02,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,10.0
20909,2012-04-03,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,12.0
20910,2012-04-04,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,13.0
20911,2012-04-05,GR000016716,"HELLINIKON, GR",0.0,,19.0,21.0,13.0
20912,2012-04-06,GR000016716,"HELLINIKON, GR",0.0,,18.0,22.0,13.0
20913,2012-04-07,GR000016716,"HELLINIKON, GR",0.0,,20.0,23.0,13.0
20914,2012-04-08,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,13.0
20915,2012-04-09,GR000016716,"HELLINIKON, GR",0.0,,13.0,18.0,9.0
20916,2012-04-10,GR000016716,"HELLINIKON, GR",8.1,,11.0,12.0,9.0
20917,2012-04-11,GR000016716,"HELLINIKON, GR",0.0,,14.0,16.0,6.0
20918,2012-04-12,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,12.0
20919,2012-04-13,GR000016716,"HELLINIKON, GR",0.0,,18.0,20.0,9.0
20920,2012-04-14,GR000016716,"HELLINIKON, GR",0.0,,18.0,20.0,17.0
20921,2012-04-15,GR000016716,"HELLINIKON, GR",1.8,,18.0,21.0,11.0
20922,2012-04-16,GR000016716,"HELLINIKON, GR",0.0,,17.0,19.0,14.0
20923,2012-04-17,GR000016716,"HELLINIKON, GR",0.0,,20.0,22.0,17.0
20924,2012-04-18,GR000016716,"HELLINIKON, GR",15.5,,15.0,17.0,12.0
20925,2012-04-19,GR000016716,"HELLINIKON, GR",9.4,,18.0,22.0,12.0
20926,2012-04-20,GR000016716,"HELLINIKON, GR",0.0,,19.0,21.0,11.0
20927,2012-04-21,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,12.0
20928,2012-04-22,GR000016716,"HELLINIKON, GR",0.0,,18.0,21.0,11.0
20929,2012-04-23,GR000016716,"HELLINIKON, GR",0.0,,19.0,24.0,12.0
20930,2012-04-24,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,14.0
20931,2012-04-25,GR000016716,"HELLINIKON, GR",0.0,,20.0,22.0,17.0
20932,2012-04-26,GR000016716,"HELLINIKON, GR",0.0,,21.0,25.0,13.0
20933,2012-04-27,GR000016716,"HELLINIKON, GR",0.0,,21.0,24.0,17.0
20934,2012-04-28,GR000016716,"HELLINIKON, GR",0.0,,21.0,24.0,12.0
20935,2012-04-29,GR000016716,"HELLINIKON, GR",0.0,,22.0,26.0,12.0
20936,2012-04-30,GR000016716,"HELLINIKON, GR",0.0,,26.0,31.0,21.0
20937,2012-05-01,GR000016716,"HELLINIKON, GR",0.0,,27.0,31.0,13.0
20938,2012-05-02,GR000016716,"HELLINIKON, GR",0.0,,26.0,31.0,14.0
20939,2012-05-03,GR000016716,"HELLINIKON, GR",0.0,,24.0,28.0,12.0
20940,2012-05-04,GR000016716,"HELLINIKON, GR",0.0,,23.0,26.0,14.0
20941,2012-05-05,GR000016716,"HELLINIKON, GR",0.0,,22.0,24.0,21.0
20942,2012-05-06,GR000016716,"HELLINIKON, GR",0.0,,23.0,26.0,14.0
20943,2012-05-07,GR000016716,"HELLINIKON, GR",0.0,,24.0,35.0,13.0
20944,2012-05-08,GR000016716,"HELLINIKON, GR",0.0,,26.0,28.0,15.0
20945,2012-05-09,GR000016716,"HELLINIKON, GR",0.0,,25.0,27.0,17.0
20946,2012-05-10,GR000016716,"HELLINIKON, GR",0.0,,23.0,26.0,21.0
20947,2012-05-11,GR000016716,"HELLINIKON, GR",0.0,,23.0,27.0,19.0
20948,2012-05-12,GR000016716,"HELLINIKON, GR",0.0,,27.0,29.0,22.0
20949,2012-05-13,GR000016716,"HELLINIKON, GR",0.0,,25.0,29.0,19.0
20950,2012-05-14,GR000016716,"HELLINIKON, GR",0.0,,23.0,26.0,19.0
20951,2012-05-15,GR000016716,"HELLINIKON, GR",0.0,,22.0,24.0,18.0
20952,2012-05-16,GR000016716,"HELLINIKON, GR",0.0,,21.0,23.0,18.0
20953,2012-05-17,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,16.0
20954,2012-05-18,GR000016716,"HELLINIKON, GR",4.3,,14.0,16.0,13.0
20955,2012-05-19,GR000016716,"HELLINIKON, GR",7.4,,21.0,24.0,13.0
20956,2012-05-20,GR000016716,"HELLINIKON, GR",0.0,,22.0,23.0,18.0
20957,2012-05-21,GR000016716,"HELLINIKON, GR",0.0,,21.0,22.0,13.0
20958,2012-05-22,GR000016716,"HELLINIKON, GR",0.0,,22.0,25.0,15.0
20959,2012-05-23,GR000016716,"HELLINIKON, GR",0.0,,22.0,25.0,18.0
20960,2012-05-24,GR000016716,"HELLINIKON, GR",0.0,,21.0,22.0,20.0
20961,2012-05-25,GR000016716,"HELLINIKON, GR",0.0,,22.0,24.0,16.0
20962,2012-05-29,GR000016716,"HELLINIKON, GR",0.0,,22.0,24.0,16.0
20963,2012-05-30,GR000016716,"HELLINIKON, GR",0.0,,21.0,26.0,16.0
20964,2012-06-07,GR000016716,"HELLINIKON, GR",0.0,,25.0,29.0,18.0
20965,2012-06-17,GR000016716,"HELLINIKON, GR",0.0,,31.0,33.0,24.0
20966,2012-07-09,GR000016716,"HELLINIKON, GR",0.0,,32.0,34.0,28.0
20967,2012-07-13,GR000016716,"HELLINIKON, GR",0.0,,33.0,38.0,28.0
20968,2012-07-16,GR000016716,"HELLINIKON, GR",0.0,,33.0,36.0,28.0
20969,2012-07-18,GR000016716,"HELLINIKON, GR",0.0,,31.0,35.0,28.0
20970,2012-07-20,GR000016716,"HELLINIKON, GR",0.0,,33.0,37.0,28.0
20971,2012-08-09,GR000016716,"HELLINIKON, GR",0.0,,34.0,38.0,28.0
20972,2012-08-12,GR000016716,"HELLINIKON, GR",0.0,,29.0,32.0,22.0
20973,2012-08-25,GR000016716,"HELLINIKON, GR",0.0,,34.0,40.0,26.0
20974,2012-08-26,GR000016716,"HELLINIKON, GR",0.0,,31.0,37.0,22.0
20975,2012-12-31,GR000016716,"HELLINIKON, GR",27.9,,11.0,12.0,9.0
20976,2013-02-15,GR000016716,"HELLINIKON, GR",0.0,,10.0,14.0,8.0
20977,2013-02-19,GR000016716,"HELLINIKON, GR",0.3,,12.0,15.0,7.0
20978,2013-02-21,GR000016716,"HELLINIKON, GR",0.0,,13.0,14.0,7.0
20979,2013-04-22,GR000016716,"HELLINIKON, GR",0.0,,18.0,23.0,9.0
20980,2013-05-16,GR000016716,"HELLINIKON, GR",0.0,,21.0,28.0,14.0
20981,2013-05-28,GR000016716,"HELLINIKON, GR",0.0,,23.0,34.0,12.0
20982,2013-06-05,GR000016716,"HELLINIKON, GR",0.0,,23.0,31.0,16.0
20983,2013-06-07,GR000016716,"HELLINIKON, GR",0.0,,23.0,27.0,20.0
20984,2013-06-11,GR000016716,"HELLINIKON, GR",0.0,,27.0,33.0,22.0
20985,2013-11-20,GR000016716,"HELLINIKON, GR",1.8,,19.0,24.0,15.0
20986,2014-07-23,GR000016716,"HELLINIKON, GR",0.0,,28.0,31.0,26.0
20987,2014-07-25,GR000016716,"HELLINIKON, GR",,,29.0,33.0,26.0
20988,2014-07-26,GR000016716,"HELLINIKON, GR",,,29.0,34.0,24.0
20989,2014-07-27,GR000016716,"HELLINIKON, GR",,,28.0,34.0,22.0
20990,2014-07-28,GR000016716,"HELLINIKON, GR",,,28.0,33.0,23.0
20991,2014-07-30,GR000016716,"HELLINIKON, GR",,,28.0,33.0,22.0
20992,2014-07-31,GR000016716,"HELLINIKON, GR",,,28.0,34.0,23.0
20993,2014-09-22,GR000016716,"HELLINIKON, GR",,,28.0,31.0,26.0
20994,2014-09-23,GR000016716,"HELLINIKON, GR",0.0,,28.0,33.0,23.0
20995,2014-09-24,GR000016716,"HELLINIKON, GR",0.0,,22.0,27.0,17.0
20996,2014-09-25,GR000016716,"HELLINIKON, GR",0.0,,23.0,28.0,19.0
20997,2014-09-26,GR000016716,"HELLINIKON, GR",2.8,,22.0,27.0,17.0
20998,2014-09-27,GR000016716,"HELLINIKON, GR",0.0,,18.0,21.0,16.0
20999,2014-09-28,GR000016716,"HELLINIKON, GR",0.5,,18.0,22.0,15.0
21000,2014-09-29,GR000016716,"HELLINIKON, GR",0.0,,21.0,24.0,16.0
21001,2014-09-30,GR000016716,"HELLINIKON, GR",0.0,,21.0,27.0,16.0
21002,2014-10-01,GR000016716,"HELLINIKON, GR",0.0,,23.0,32.0,14.0
21003,2014-10-02,GR000016716,"HELLINIKON, GR",0.0,,23.0,28.0,18.0
21004,2014-10-03,GR000016716,"HELLINIKON, GR",0.0,,21.0,24.0,18.0
21005,2014-10-04,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,17.0
21006,2014-10-09,GR000016716,"HELLINIKON, GR",0.0,,22.0,26.0,18.0
21007,2014-10-10,GR000016716,"HELLINIKON, GR",0.0,,22.0,27.0,17.0
21008,2014-10-16,GR000016716,"HELLINIKON, GR",0.0,,25.0,31.0,19.0
21009,2014-10-17,GR000016716,"HELLINIKON, GR",0.0,,25.0,28.0,23.0
21010,2014-10-18,GR000016716,"HELLINIKON, GR",0.0,,24.0,29.0,22.0
21011,2014-10-19,GR000016716,"HELLINIKON, GR",0.0,,19.0,22.0,17.0
21012,2014-10-20,GR000016716,"HELLINIKON, GR",0.0,,18.0,24.0,15.0
21013,2014-10-21,GR000016716,"HELLINIKON, GR",0.0,,19.0,23.0,14.0
21014,2014-10-22,GR000016716,"HELLINIKON, GR",,,21.0,25.0,16.0
21015,2014-10-23,GR000016716,"HELLINIKON, GR",0.0,,19.0,23.0,14.0
21016,2014-10-24,GR000016716,"HELLINIKON, GR",3.0,,17.0,19.0,13.0
21017,2014-10-25,GR000016716,"HELLINIKON, GR",0.0,,16.0,18.0,13.0
21018,2014-10-26,GR000016716,"HELLINIKON, GR",0.0,,15.0,18.0,13.0
21019,2014-10-27,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,12.0
21020,2014-10-28,GR000016716,"HELLINIKON, GR",,,14.0,16.0,13.0
21021,2014-10-29,GR000016716,"HELLINIKON, GR",0.0,,16.0,17.0,14.0
21022,2014-10-30,GR000016716,"HELLINIKON, GR",1.5,,16.0,22.0,12.0
21023,2014-10-31,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,12.0
21024,2014-11-01,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,13.0
21025,2014-11-02,GR000016716,"HELLINIKON, GR",0.0,,14.0,17.0,12.0
21026,2014-11-03,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,13.0
21027,2014-11-04,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,13.0
21028,2014-11-06,GR000016716,"HELLINIKON, GR",,,18.0,20.0,17.0
21029,2014-11-07,GR000016716,"HELLINIKON, GR",,,19.0,23.0,15.0
21030,2014-11-08,GR000016716,"HELLINIKON, GR",,,16.0,18.0,14.0
21031,2014-11-09,GR000016716,"HELLINIKON, GR",5.1,,17.0,20.0,13.0
21032,2014-11-10,GR000016716,"HELLINIKON, GR",0.0,,17.0,22.0,12.0
21033,2014-11-11,GR000016716,"HELLINIKON, GR",,,17.0,21.0,13.0
21034,2014-11-12,GR000016716,"HELLINIKON, GR",0.0,,17.0,18.0,16.0
21035,2014-11-13,GR000016716,"HELLINIKON, GR",,,18.0,21.0,16.0
21036,2014-11-14,GR000016716,"HELLINIKON, GR",,,16.0,,
21037,2014-11-15,GR000016716,"HELLINIKON, GR",2.3,,16.0,18.0,14.0
21038,2014-11-16,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,12.0
21039,2014-11-17,GR000016716,"HELLINIKON, GR",0.0,,19.0,24.0,14.0
21040,2014-11-18,GR000016716,"HELLINIKON, GR",0.0,,18.0,22.0,14.0
21041,2014-11-19,GR000016716,"HELLINIKON, GR",,,20.0,,
21042,2014-11-20,GR000016716,"HELLINIKON, GR",0.0,,18.0,20.0,16.0
21043,2014-11-21,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,11.0
21044,2014-11-22,GR000016716,"HELLINIKON, GR",0.0,,13.0,16.0,10.0
21045,2014-11-23,GR000016716,"HELLINIKON, GR",0.0,,12.0,13.0,11.0
21046,2014-11-24,GR000016716,"HELLINIKON, GR",0.0,,11.0,13.0,9.0
21047,2014-11-25,GR000016716,"HELLINIKON, GR",0.0,,11.0,14.0,8.0
21048,2014-11-26,GR000016716,"HELLINIKON, GR",0.0,,10.0,12.0,8.0
21049,2014-11-27,GR000016716,"HELLINIKON, GR",0.0,,11.0,12.0,10.0
21050,2014-11-28,GR000016716,"HELLINIKON, GR",3.6,,13.0,16.0,11.0
21051,2014-11-29,GR000016716,"HELLINIKON, GR",0.0,,17.0,19.0,14.0
21052,2014-11-30,GR000016716,"HELLINIKON, GR",0.0,,18.0,21.0,14.0
21053,2014-12-01,GR000016716,"HELLINIKON, GR",0.0,,17.0,20.0,13.0
21054,2014-12-02,GR000016716,"HELLINIKON, GR",,,18.0,,
21055,2014-12-03,GR000016716,"HELLINIKON, GR",0.3,,20.0,,
21056,2014-12-04,GR000016716,"HELLINIKON, GR",9.9,,17.0,19.0,14.0
21057,2014-12-05,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,13.0
21058,2014-12-06,GR000016716,"HELLINIKON, GR",0.5,,17.0,,
21059,2014-12-07,GR000016716,"HELLINIKON, GR",0.0,,16.0,19.0,13.0
21060,2014-12-08,GR000016716,"HELLINIKON, GR",69.1,0.4,14.0,,
21061,2014-12-09,GR000016716,"HELLINIKON, GR",21.8,0.4,13.0,15.0,12.0
21062,2014-12-10,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,10.0
21063,2014-12-11,GR000016716,"HELLINIKON, GR",6.4,0.8,13.0,14.0,12.0
21064,2014-12-12,GR000016716,"HELLINIKON, GR",37.6,1.2,12.0,14.0,11.0
21065,2014-12-13,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,9.0
21066,2014-12-14,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,8.0
21067,2014-12-15,GR000016716,"HELLINIKON, GR",0.0,,12.0,15.0,9.0
21068,2014-12-16,GR000016716,"HELLINIKON, GR",0.0,,14.0,18.0,11.0
21069,2014-12-17,GR000016716,"HELLINIKON, GR",2.3,0.4,14.0,,
21070,2014-12-18,GR000016716,"HELLINIKON, GR",9.9,,12.0,15.0,9.0
21071,2014-12-19,GR000016716,"HELLINIKON, GR",1.3,,12.0,16.0,8.0
21072,2014-12-20,GR000016716,"HELLINIKON, GR",0.0,,12.0,15.0,9.0
21073,2014-12-21,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,9.0
21074,2014-12-22,GR000016716,"HELLINIKON, GR",0.0,,10.0,,
21075,2014-12-23,GR000016716,"HELLINIKON, GR",0.0,,12.0,16.0,7.0
21076,2014-12-24,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,8.0
21077,2014-12-25,GR000016716,"HELLINIKON, GR",0.0,,13.0,17.0,10.0
21078,2014-12-26,GR000016716,"HELLINIKON, GR",0.0,,14.0,15.0,13.0
21079,2014-12-27,GR000016716,"HELLINIKON, GR",0.0,,11.0,,
21080,2014-12-28,GR000016716,"HELLINIKON, GR",0.0,,12.0,17.0,7.0
21081,2014-12-29,GR000016716,"HELLINIKON, GR",1.0,,14.0,,
21082,2014-12-30,GR000016716,"HELLINIKON, GR",2.0,0.4,5.0,,
21083,2014-12-31,GR000016716,"HELLINIKON, GR",9.4,,5.0,8.0,2.0
21084,2015-01-01,GR000016716,"HELLINIKON, GR",,,4.0,,
21085,2015-01-02,GR000016716,"HELLINIKON, GR",0.0,,4.0,,
21086,2015-01-03,GR000016716,"HELLINIKON, GR",0.0,,6.0,11.0,1.0
21087,2015-01-04,GR000016716,"HELLINIKON, GR",0.0,,11.0,17.0,6.0
21088,2015-01-05,GR000016716,"HELLINIKON, GR",0.0,,6.0,,
21089,2015-01-06,GR000016716,"HELLINIKON, GR",3.3,,3.0,5.0,2.0
21090,2015-01-07,GR000016716,"HELLINIKON, GR",0.0,,3.0,5.0,2.0
